item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,extraction_status,http_status,page_title,icon_url,icon_pathname,icon_filename,image_url_count,flags,notes
Ancient Stone Cicada,ancient stone cicada,ancient-stone-cicada,https://buddy.farm/i/ancient-stone-cicada/,icon_found,200,Ancient Stone Cicada,https://farmrpg.com/img/items/stonecicada.png?1,/img/items/stonecicada.png,stonecicada.png,3,,
Ancient Treasure Belt,ancient treasure belt,ancient-treasure-belt,https://buddy.farm/i/ancient-treasure-belt/,icon_found,200,Ancient Treasure Belt,https://farmrpg.com/img/items/ancientbelt.png,/img/items/ancientbelt.png,ancientbelt.png,2,,
Anglerfish,anglerfish,anglerfish,https://buddy.farm/i/anglerfish/,icon_found,200,Anglerfish,https://farmrpg.com/img/items/pirates_76_t.png,/img/items/pirates_76_t.png,pirates_76_t.png,7,,
Ant Apple,ant apple,ant-apple,https://buddy.farm/i/ant-apple/,icon_found,200,Ant Apple,https://farmrpg.com/img/items/ant_apple.png,/img/items/ant_apple.png,ant_apple.png,10,,
Antler,antler,antler,https://buddy.farm/i/antler/,icon_found,200,Antler,https://farmrpg.com/img/items/5922.png,/img/items/5922.png,5922.png,51,,
Apple,apple,apple,https://buddy.farm/i/apple/,icon_found,200,Apple,https://farmrpg.com/img/items/8297.png,/img/items/8297.png,8297.png,153,,
Apple Ant,apple ant,apple-ant,https://buddy.farm/i/apple-ant/,icon_found,200,Apple Ant,https://farmrpg.com/img/items/apple_ant.png,/img/items/apple_ant.png,apple_ant.png,10,,
Apple Ant Buddy Doll,apple ant buddy doll,apple-ant-buddy-doll,https://buddy.farm/i/apple-ant-buddy-doll/,icon_found,200,Apple Ant Buddy Doll,https://farmrpg.com/img/items/ant_apple_buddy_doll.png,/img/items/ant_apple_buddy_doll.png,ant_apple_buddy_doll.png,1,,
Apple Basket,apple basket,apple-basket,https://buddy.farm/i/apple-basket/,icon_found,200,Apple Basket,https://farmrpg.com/img/items/applebasket.png?2,/img/items/applebasket.png,applebasket.png,10,,
Apple Belt,apple belt,apple-belt,https://buddy.farm/i/apple-belt/,icon_found,200,Apple Belt,https://farmrpg.com/img/items/applebelt.png,/img/items/applebelt.png,applebelt.png,1,,
Apple Buddy Doll,apple buddy doll,apple-buddy-doll,https://buddy.farm/i/apple-buddy-doll/,icon_found,200,Apple Buddy Doll,https://farmrpg.com/img/items/apple_buddy_doll.png,/img/items/apple_buddy_doll.png,apple_buddy_doll.png,1,,
Apple Cider,apple cider,apple-cider,https://buddy.farm/i/apple-cider/,icon_found,200,Apple Cider,https://farmrpg.com/img/items/8984.png,/img/items/8984.png,8984.png,166,,
Apple Core,apple core,apple-core,https://buddy.farm/i/apple-core/,icon_found,200,Apple Core,https://farmrpg.com/img/items/8267.PNG,/img/items/8267.PNG,8267.PNG,6,,
Apple Crate 01,apple crate 01,apple-crate-01,https://buddy.farm/i/apple-crate-01/,icon_found,200,Apple Crate 01,https://farmrpg.com/img/items/applecrate.png,/img/items/applecrate.png,applecrate.png,11,,
Apple Crate 02,apple crate 02,apple-crate-02,https://buddy.farm/i/apple-crate-02/,icon_found,200,Apple Crate 02,https://farmrpg.com/img/items/applecrate.png,/img/items/applecrate.png,applecrate.png,14,,
Apple Picker,apple picker,apple-picker,https://buddy.farm/i/apple-picker/,icon_found,200,Apple Picker,https://farmrpg.com/img/items/applepicker.png,/img/items/applepicker.png,applepicker.png,4,,
Apple Pie,apple pie,apple-pie,https://buddy.farm/i/apple-pie/,icon_found,200,Apple Pie,https://farmrpg.com/img/items/applepie2.png,/img/items/applepie2.png,applepie2.png,17,,
Apple Slice,apple slice,apple-slice,https://buddy.farm/i/apple-slice/,icon_found,200,Apple Slice,https://farmrpg.com/img/items/apple_slice.png,/img/items/apple_slice.png,apple_slice.png,1,,
Apple Slicer,apple slicer,apple-slicer,https://buddy.farm/i/apple-slicer/,icon_found,200,Apple Slicer,https://farmrpg.com/img/items/applecutter.png,/img/items/applecutter.png,applecutter.png,5,,
Apple Turnover,apple turnover,apple-turnover,https://buddy.farm/i/apple-turnover/,icon_found,200,Apple Turnover,https://farmrpg.com/img/items/appleturnover.png,/img/items/appleturnover.png,appleturnover.png,9,,
Aquacite,aquacite,aquacite,https://buddy.farm/i/aquacite/,icon_found,200,Aquacite,https://farmrpg.com/img/items/aquacite.png,/img/items/aquacite.png,aquacite.png,3,,
Aquamarine,aquamarine,aquamarine,https://buddy.farm/i/aquamarine/,icon_found,200,Aquamarine,https://farmrpg.com/img/items/6146.PNG,/img/items/6146.PNG,6146.PNG,53,,
Aquamarine Ring,aquamarine ring,aquamarine-ring,https://buddy.farm/i/aquamarine-ring/,icon_found,200,Aquamarine Ring,https://farmrpg.com/img/items/aquaring.png,/img/items/aquaring.png,aquaring.png,28,,
Arnold Palmer,arnold palmer,arnold-palmer,https://buddy.farm/i/arnold-palmer/,icon_found,200,Arnold Palmer,https://farmrpg.com/img/items/ap.png,/img/items/ap.png,ap.png,151,,
Arrowhead,arrowhead,arrowhead,https://buddy.farm/i/arrowhead/,icon_found,200,Arrowhead,https://farmrpg.com/img/items/5910.png,/img/items/5910.png,5910.png,27,,
Ashes of Pentagorn,ashes of pentagorn,ashes-of-pentagorn,https://buddy.farm/i/ashes-of-pentagorn/,icon_found,200,Ashes of Pentagorn,https://farmrpg.com/img/items/5848.png,/img/items/5848.png,5848.png,2,,
Awl,awl,awl,https://buddy.farm/i/awl/,icon_found,200,Awl,https://farmrpg.com/img/items/2451.png,/img/items/2451.png,2451.png,36,,
Axe,axe,axe,https://buddy.farm/i/axe/,icon_found,200,Axe,https://farmrpg.com/img/items/5875.png?1,/img/items/5875.png,5875.png,49,,
B for Buddies,b for buddies,b-for-buddies,https://buddy.farm/i/b-for-buddies/,icon_found,200,B for Buddies,https://farmrpg.com/img/items/Buddiescandy.png,/img/items/Buddiescandy.png,Buddiescandy.png,14,,
Baba Bobblehead,baba bobblehead,baba-bobblehead,https://buddy.farm/i/baba-bobblehead/,icon_found,200,Baba Bobblehead,https://farmrpg.com/img/items/bobble_baba.png,/img/items/bobble_baba.png,bobble_baba.png,2,,
Baba Cola,baba cola,baba-cola,https://buddy.farm/i/baba-cola/,icon_found,200,Baba Cola,https://farmrpg.com/img/items/babacola.png,/img/items/babacola.png,babacola.png,13,,
Baba Gec's Cabbage Stew,baba gec's cabbage stew,baba-gec-s-cabbage-stew,https://buddy.farm/i/baba-gec-s-cabbage-stew/,icon_found,200,Baba Gec&#x27;s Cabbage Stew,https://farmrpg.com/img/items/recipe.png,/img/items/recipe.png,recipe.png,3,,
Baba's Snack Pack,baba's snack pack,baba-s-snack-pack,https://buddy.farm/i/baba-s-snack-pack/,icon_found,200,Baba&#x27;s Snack Pack,https://farmrpg.com/img/items/babasnack.png,/img/items/babasnack.png,babasnack.png,13,,
Backpack,backpack,backpack,https://buddy.farm/i/backpack/,icon_found,200,Backpack,https://farmrpg.com/img/items/BagsAndBoxes_64_t.png,/img/items/BagsAndBoxes_64_t.png,BagsAndBoxes_64_t.png,19,,
Backstabbing Dagger,backstabbing dagger,backstabbing-dagger,https://buddy.farm/i/backstabbing-dagger/,icon_found,200,Backstabbing Dagger,https://farmrpg.com/img/items/9078.png,/img/items/9078.png,9078.png,6,,
Bacon,bacon,bacon,https://buddy.farm/i/bacon/,icon_found,200,Bacon,https://farmrpg.com/img/items/bacon.png,/img/items/bacon.png,bacon.png,70,,
Bag of Ghost Candy,bag of ghost candy,bag-of-ghost-candy,https://buddy.farm/i/bag-of-ghost-candy/,icon_found,200,Bag of Ghost Candy,https://farmrpg.com/img/items/ghost_candy_bag.png,/img/items/ghost_candy_bag.png,ghost_candy_bag.png,17,,
Bag of Presents 01,bag of presents 01,bag-of-presents-01,https://buddy.farm/i/bag-of-presents-01/,icon_found,200,Bag of Presents 01,https://farmrpg.com/img/items/12_sm.png,/img/items/12_sm.png,12_sm.png,11,,
Bag of Presents 02,bag of presents 02,bag-of-presents-02,https://buddy.farm/i/bag-of-presents-02/,icon_found,200,Bag of Presents 02,https://farmrpg.com/img/items/12_sm.png,/img/items/12_sm.png,12_sm.png,10,,
Bag of Snowballs,bag of snowballs,bag-of-snowballs,https://buddy.farm/i/bag-of-snowballs/,icon_found,200,Bag of Snowballs,https://farmrpg.com/img/items/bagofsnowballs.png,/img/items/bagofsnowballs.png,bagofsnowballs.png,3,,
Bag of Spring Seeds,bag of spring seeds,bag-of-spring-seeds,https://buddy.farm/i/bag-of-spring-seeds/,icon_found,200,Bag of Spring Seeds,https://farmrpg.com/img/items/4497.png,/img/items/4497.png,4497.png,16,,
Bahltruvian Scales,bahltruvian scales,bahltruvian-scales,https://buddy.farm/i/bahltruvian-scales/,icon_found,200,Bahltruvian Scales,https://farmrpg.com/img/items/2392.png,/img/items/2392.png,2392.png,2,,
Bait Bag 01,bait bag 01,bait-bag-01,https://buddy.farm/i/bait-bag-01/,icon_found,200,Bait Bag 01,https://farmrpg.com/img/items/baitbag01.png,/img/items/baitbag01.png,baitbag01.png,12,,
Bamboo,bamboo,bamboo,https://buddy.farm/i/bamboo/,icon_found,200,Bamboo,https://farmrpg.com/img/items/viri_4773.png,/img/items/viri_4773.png,viri_4773.png,6,,
Bamboo Chair,bamboo chair,bamboo-chair,https://buddy.farm/i/bamboo-chair/,icon_found,200,Bamboo Chair,https://farmrpg.com/img/items/bamboochair.png,/img/items/bamboochair.png,bamboochair.png,5,,
Bamboo Fence,bamboo fence,bamboo-fence,https://buddy.farm/i/bamboo-fence/,icon_found,200,Bamboo Fence,https://farmrpg.com/img/items/bamboofence.png,/img/items/bamboofence.png,bamboofence.png,5,,
Bamboo Flute,bamboo flute,bamboo-flute,https://buddy.farm/i/bamboo-flute/,icon_found,200,Bamboo Flute,https://farmrpg.com/img/items/bambooflute.png,/img/items/bambooflute.png,bambooflute.png,5,,
Bamboo Rope,bamboo rope,bamboo-rope,https://buddy.farm/i/bamboo-rope/,icon_found,200,Bamboo Rope,https://farmrpg.com/img/items/rope_t_01.png,/img/items/rope_t_01.png,rope_t_01.png,3,,
Bamboo Trellis,bamboo trellis,bamboo-trellis,https://buddy.farm/i/bamboo-trellis/,icon_found,200,Bamboo Trellis,https://farmrpg.com/img/items/bambootrellis.png,/img/items/bambootrellis.png,bambootrellis.png,4,,
Banana Peel,banana peel,banana-peel,https://buddy.farm/i/banana-peel/,icon_found,200,Banana Peel,https://farmrpg.com/img/items/1586.png,/img/items/1586.png,1586.png,1,,
Bananas,bananas,bananas,https://buddy.farm/i/bananas/,icon_found,200,Bananas,https://farmrpg.com/img/items/8285.png,/img/items/8285.png,8285.png,14,,
Bar of Silver,bar of silver,bar-of-silver,https://buddy.farm/i/bar-of-silver/,icon_found,200,Bar of Silver,https://farmrpg.com/img/items/silverbar.png,/img/items/silverbar.png,silverbar.png,2,,
Barbed Wire,barbed wire,barbed-wire,https://buddy.farm/i/barbed-wire/,icon_found,200,Barbed Wire,https://farmrpg.com/img/items/barbedwire.png,/img/items/barbedwire.png,barbedwire.png,8,,
Barnacle Shell,barnacle shell,barnacle-shell,https://buddy.farm/i/barnacle-shell/,icon_found,200,Barnacle Shell,https://farmrpg.com/img/items/afk_8532.png,/img/items/afk_8532.png,afk_8532.png,5,,
Barracuda,barracuda,barracuda,https://buddy.farm/i/barracuda/,icon_found,200,Barracuda,https://farmrpg.com/img/items/7486.png,/img/items/7486.png,7486.png,11,,
Basic Pillow,basic pillow,basic-pillow,https://buddy.farm/i/basic-pillow/,icon_found,200,Basic Pillow,https://farmrpg.com/img/items/basicpillow.png,/img/items/basicpillow.png,basicpillow.png,6,,
Bat Wing,bat wing,bat-wing,https://buddy.farm/i/bat-wing/,icon_found,200,Bat Wing,https://farmrpg.com/img/items/5990.png,/img/items/5990.png,5990.png,13,,
Beach Ball,beach ball,beach-ball,https://buddy.farm/i/beach-ball/,icon_found,200,Beach Ball,https://farmrpg.com/img/items/beachball.png?1,/img/items/beachball.png,beachball.png,2,,
Beach Towel,beach towel,beach-towel,https://buddy.farm/i/beach-towel/,icon_found,200,Beach Towel,https://farmrpg.com/img/items/beach_towel.png,/img/items/beach_towel.png,beach_towel.png,1,,
Beach Umbrella,beach umbrella,beach-umbrella,https://buddy.farm/i/beach-umbrella/,icon_found,200,Beach Umbrella,https://farmrpg.com/img/items/beach_umbrella.png,/img/items/beach_umbrella.png,beach_umbrella.png,20,,
Bear Buddy Doll,bear buddy doll,bear-buddy-doll,https://buddy.farm/i/bear-buddy-doll/,icon_found,200,Bear Buddy Doll,https://farmrpg.com/img/items/Bear_buddy.png,/img/items/Bear_buddy.png,Bear_buddy.png,1,,
Beary Squishies,beary squishies,beary-squishies,https://buddy.farm/i/beary-squishies/,icon_found,200,Beary Squishies,https://farmrpg.com/img/items/squishybears.png,/img/items/squishybears.png,squishybears.png,14,,
Beatrix Bobblehead,beatrix bobblehead,beatrix-bobblehead,https://buddy.farm/i/beatrix-bobblehead/,icon_found,200,Beatrix Bobblehead,https://farmrpg.com/img/items/bobble_beatrix.png,/img/items/bobble_beatrix.png,bobble_beatrix.png,2,,
Beatrix's Big Box of Boom,beatrix's big box of boom,beatrix-s-big-box-of-boom,https://buddy.farm/i/beatrix-s-big-box-of-boom/,icon_found,200,Beatrix&#x27;s Big Box of Boom,https://farmrpg.com/img/items/beatrixbox.png?1,/img/items/beatrixbox.png,beatrixbox.png,12,,
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,beatrix-s-booming-brawl-box-01,https://buddy.farm/i/beatrix-s-booming-brawl-box-01/,icon_found,200,Beatrix&#x27;s Booming Brawl Box 01,https://farmrpg.com/img/items/bfw.png,/img/items/bfw.png,bfw.png,13,,
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,beatrix-s-booming-brawl-box-02,https://buddy.farm/i/beatrix-s-booming-brawl-box-02/,icon_found,200,Beatrix&#x27;s Booming Brawl Box 02,https://farmrpg.com/img/items/fireworks_box_2.png,/img/items/fireworks_box_2.png,fireworks_box_2.png,14,,
Beet,beet,beet,https://buddy.farm/i/beet/,icon_found,200,Beet,https://farmrpg.com/img/items/2850.png,/img/items/2850.png,2850.png,29,,
Beet Seeds,beet seeds,beet-seeds,https://buddy.farm/i/beet-seeds/,icon_found,200,Beet Seeds,https://farmrpg.com/img/items/seeds_beet.png,/img/items/seeds_beet.png,seeds_beet.png,5,,
Bell,bell,bell,https://buddy.farm/i/bell/,icon_found,200,Bell,https://farmrpg.com/img/items/bell.png,/img/items/bell.png,bell.png,6,,
Belt Drive,belt drive,belt-drive,https://buddy.farm/i/belt-drive/,icon_found,200,Belt Drive,https://farmrpg.com/img/items/9347.png,/img/items/9347.png,9347.png,31,,
Belt of Commander Uteer,belt of commander uteer,belt-of-commander-uteer,https://buddy.farm/i/belt-of-commander-uteer/,icon_found,200,Belt of Commander Uteer,https://farmrpg.com/img/items/1679.png,/img/items/1679.png,1679.png,1,,
Belt of Freedom,belt of freedom,belt-of-freedom,https://buddy.farm/i/belt-of-freedom/,icon_found,200,Belt of Freedom,https://farmrpg.com/img/items/freedombelt.png,/img/items/freedombelt.png,freedombelt.png,1,,
Belt of Menace,belt of menace,belt-of-menace,https://buddy.farm/i/belt-of-menace/,icon_found,200,Belt of Menace,https://farmrpg.com/img/items/s_98.png,/img/items/s_98.png,s_98.png,3,,
Belt of Truth,belt of truth,belt-of-truth,https://buddy.farm/i/belt-of-truth/,icon_found,200,Belt of Truth,https://farmrpg.com/img/items/5488.png,/img/items/5488.png,5488.png,2,,
Bessi Gan Belt,bessi gan belt,bessi-gan-belt,https://buddy.farm/i/bessi-gan-belt/,icon_found,200,Bessi Gan Belt,https://farmrpg.com/img/items/5304.png,/img/items/5304.png,5304.png,2,,
Bird Egg,bird egg,bird-egg,https://buddy.farm/i/bird-egg/,icon_found,200,Bird Egg,https://farmrpg.com/img/items/6067.PNG,/img/items/6067.PNG,6067.PNG,23,,
Bird Key,bird key,bird-key,https://buddy.farm/i/bird-key/,icon_found,200,Bird Key,https://farmrpg.com/img/items/birdkey.png,/img/items/birdkey.png,birdkey.png,2,,
Bird Skull 01,bird skull 01,bird-skull-01,https://buddy.farm/i/bird-skull-01/,icon_found,200,Bird Skull 01,https://farmrpg.com/img/items/1138.png,/img/items/1138.png,1138.png,1,,
Birthday Present,birthday present,birthday-present,https://buddy.farm/i/birthday-present/,icon_found,200,Birthday Present,https://farmrpg.com/img/items/present03.png,/img/items/present03.png,present03.png,12,,
Birthday Suit Buddy Doll,birthday suit buddy doll,birthday-suit-buddy-doll,https://buddy.farm/i/birthday-suit-buddy-doll/,icon_found,200,Birthday Suit Buddy Doll,https://farmrpg.com/img/items/birthday_suit_undies_buddy_doll.png,/img/items/birthday_suit_undies_buddy_doll.png,birthday_suit_undies_buddy_doll.png,1,,
Birthday Surprise Box 03,birthday surprise box 03,birthday-surprise-box-03,https://buddy.farm/i/birthday-surprise-box-03/,icon_found,200,Birthday Surprise Box 03,https://farmrpg.com/img/items/bsb01.png,/img/items/bsb01.png,bsb01.png,27,,
Birthday Surprise Box 04,birthday surprise box 04,birthday-surprise-box-04,https://buddy.farm/i/birthday-surprise-box-04/,icon_found,200,Birthday Surprise Box 04,https://farmrpg.com/img/items/bsb01.png,/img/items/bsb01.png,bsb01.png,36,,
Bitten Apple,bitten apple,bitten-apple,https://buddy.farm/i/bitten-apple/,icon_found,200,Bitten Apple,https://farmrpg.com/img/items/bittenapple.png,/img/items/bittenapple.png,bittenapple.png,2,,
Black Bag,black bag,black-bag,https://buddy.farm/i/black-bag/,icon_found,200,Black Bag,https://farmrpg.com/img/items/blackbag.png,/img/items/blackbag.png,blackbag.png,4,,
Black Cloak,black cloak,black-cloak,https://buddy.farm/i/black-cloak/,icon_found,200,Black Cloak,https://farmrpg.com/img/items/blackcloak.png,/img/items/blackcloak.png,blackcloak.png,6,,
Black Dye,black dye,black-dye,https://buddy.farm/i/black-dye/,icon_found,200,Black Dye,https://farmrpg.com/img/items/blackdye.png,/img/items/blackdye.png,blackdye.png,11,,
Black Powder,black powder,black-powder,https://buddy.farm/i/black-powder/,icon_found,200,Black Powder,https://farmrpg.com/img/items/powder.png,/img/items/powder.png,powder.png,36,,
Black Purse,black purse,black-purse,https://buddy.farm/i/black-purse/,icon_found,200,Black Purse,https://farmrpg.com/img/items/blackpurse.png,/img/items/blackpurse.png,blackpurse.png,4,,
Black Scarf,black scarf,black-scarf,https://buddy.farm/i/black-scarf/,icon_found,200,Black Scarf,https://farmrpg.com/img/items/blackscarf.png,/img/items/blackscarf.png,blackscarf.png,4,,
Black Shield,black shield,black-shield,https://buddy.farm/i/black-shield/,icon_found,200,Black Shield,https://farmrpg.com/img/items/blackshield.png,/img/items/blackshield.png,blackshield.png,5,,
Black Shirt,black shirt,black-shirt,https://buddy.farm/i/black-shirt/,icon_found,200,Black Shirt,https://farmrpg.com/img/items/blackshirt.png,/img/items/blackshirt.png,blackshirt.png,5,,
Black Truffle,black truffle,black-truffle,https://buddy.farm/i/black-truffle/,icon_found,200,Black Truffle,https://farmrpg.com/img/items/blacktruffle.png,/img/items/blacktruffle.png,blacktruffle.png,5,,
Black Twine,black twine,black-twine,https://buddy.farm/i/black-twine/,icon_found,200,Black Twine,https://farmrpg.com/img/items/blacktwine.png,/img/items/blacktwine.png,blacktwine.png,5,,
Blitzen,blitzen,blitzen,https://buddy.farm/i/blitzen/,icon_found,200,Blitzen,https://farmrpg.com/img/items/blitzen.png,/img/items/blitzen.png,blitzen.png,7,,
Block of Wood,block of wood,block-of-wood,https://buddy.farm/i/block-of-wood/,icon_found,200,Block of Wood,https://farmrpg.com/img/items/wood_block.png,/img/items/wood_block.png,wood_block.png,25,,
Blood Crystal,blood crystal,blood-crystal,https://buddy.farm/i/blood-crystal/,icon_found,200,Blood Crystal,https://farmrpg.com/img/items/2429.png,/img/items/2429.png,2429.png,1,,
Blubberfish,blubberfish,blubberfish,https://buddy.farm/i/blubberfish/,icon_found,200,Blubberfish,https://farmrpg.com/img/items/finp_415.png,/img/items/finp_415.png,finp_415.png,1,,
Blue Butterfly,blue butterfly,blue-butterfly,https://buddy.farm/i/blue-butterfly/,icon_found,200,Blue Butterfly,https://farmrpg.com/img/items/afk_8578b.png,/img/items/afk_8578b.png,afk_8578b.png,6,,
Blue Catfish,blue catfish,blue-catfish,https://buddy.farm/i/blue-catfish/,icon_found,200,Blue Catfish,https://farmrpg.com/img/items/7842.PNG,/img/items/7842.PNG,7842.PNG,14,,
Blue Crab,blue crab,blue-crab,https://buddy.farm/i/blue-crab/,icon_found,200,Blue Crab,https://farmrpg.com/img/items/7825.PNG,/img/items/7825.PNG,7825.PNG,12,,
Blue Diary,blue diary,blue-diary,https://buddy.farm/i/blue-diary/,icon_found,200,Blue Diary,https://farmrpg.com/img/items/bluediary.png,/img/items/bluediary.png,bluediary.png,18,,
Blue Dye,blue dye,blue-dye,https://buddy.farm/i/blue-dye/,icon_found,200,Blue Dye,https://farmrpg.com/img/items/bluedye.png,/img/items/bluedye.png,bluedye.png,28,,
Blue Feathers,blue feathers,blue-feathers,https://buddy.farm/i/blue-feathers/,icon_found,200,Blue Feathers,https://farmrpg.com/img/items/5963.png,/img/items/5963.png,5963.png,32,,
Blue Flowers,blue flowers,blue-flowers,https://buddy.farm/i/blue-flowers/,icon_found,200,Blue Flowers,https://farmrpg.com/img/items/bflowers.png,/img/items/bflowers.png,bflowers.png,13,,
Blue Gel,blue gel,blue-gel,https://buddy.farm/i/blue-gel/,icon_found,200,Blue Gel,https://farmrpg.com/img/items/ForestIcons_34_t.png,/img/items/ForestIcons_34_t.png,ForestIcons_34_t.png,28,,
Blue Milk,blue milk,blue-milk,https://buddy.farm/i/blue-milk/,icon_found,200,Blue Milk,https://farmrpg.com/img/items/bluemilk.png?2,/img/items/bluemilk.png,bluemilk.png,17,,
Blue Ornament,blue ornament,blue-ornament,https://buddy.farm/i/blue-ornament/,icon_found,200,Blue Ornament,https://farmrpg.com/img/items/cr_t_03_f.png,/img/items/cr_t_03_f.png,cr_t_03_f.png,9,,
Blue Parchment,blue parchment,blue-parchment,https://buddy.farm/i/blue-parchment/,icon_found,200,Blue Parchment,https://farmrpg.com/img/items/blueparchment.png,/img/items/blueparchment.png,blueparchment.png,4,,
Blue Purse,blue purse,blue-purse,https://buddy.farm/i/blue-purse/,icon_found,200,Blue Purse,https://farmrpg.com/img/items/bluepurse.png,/img/items/bluepurse.png,bluepurse.png,16,,
Blue Sea Bass,blue sea bass,blue-sea-bass,https://buddy.farm/i/blue-sea-bass/,icon_found,200,Blue Sea Bass,https://farmrpg.com/img/items/7818.png,/img/items/7818.png,7818.png,19,,
Blue Shell,blue shell,blue-shell,https://buddy.farm/i/blue-shell/,icon_found,200,Blue Shell,https://farmrpg.com/img/items/7875.PNG,/img/items/7875.PNG,7875.PNG,13,,
Blue Shirt,blue shirt,blue-shirt,https://buddy.farm/i/blue-shirt/,icon_found,200,Blue Shirt,https://farmrpg.com/img/items/blueshirt.png,/img/items/blueshirt.png,blueshirt.png,5,,
Blue Spritz,blue spritz,blue-spritz,https://buddy.farm/i/blue-spritz/,icon_found,200,Blue Spritz,https://farmrpg.com/img/items/bluedrink.png,/img/items/bluedrink.png,bluedrink.png,4,,
Blue Star Stomper,blue star stomper,blue-star-stomper,https://buddy.farm/i/blue-star-stomper/,icon_found,200,Blue Star Stomper,https://farmrpg.com/img/items/bluefireworks.png,/img/items/bluefireworks.png,bluefireworks.png,4,,
