item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,probe_status,http_status,final_url,page_title,attempts,flags,notes
Apple Belt,apple belt,apple-belt,https://buddy.farm/i/apple-belt/,found,200,https://buddy.farm/i/apple-belt/,Apple Belt,1,,
Apple Buddy Doll,apple buddy doll,apple-buddy-doll,https://buddy.farm/i/apple-buddy-doll/,found,200,https://buddy.farm/i/apple-buddy-doll/,Apple Buddy Doll,1,,
Apple Cider,apple cider,apple-cider,https://buddy.farm/i/apple-cider/,found,200,https://buddy.farm/i/apple-cider/,Apple Cider,1,,
Apple Core,apple core,apple-core,https://buddy.farm/i/apple-core/,found,200,https://buddy.farm/i/apple-core/,Apple Core,1,,
Apple Crate 01,apple crate 01,apple-crate-01,https://buddy.farm/i/apple-crate-01/,found,200,https://buddy.farm/i/apple-crate-01/,Apple Crate 01,1,,
Apple Crate 02,apple crate 02,apple-crate-02,https://buddy.farm/i/apple-crate-02/,found,200,https://buddy.farm/i/apple-crate-02/,Apple Crate 02,1,,
Apple Picker,apple picker,apple-picker,https://buddy.farm/i/apple-picker/,found,200,https://buddy.farm/i/apple-picker/,Apple Picker,1,,
Apple Pie,apple pie,apple-pie,https://buddy.farm/i/apple-pie/,found,200,https://buddy.farm/i/apple-pie/,Apple Pie,1,,
Apple Slice,apple slice,apple-slice,https://buddy.farm/i/apple-slice/,found,200,https://buddy.farm/i/apple-slice/,Apple Slice,1,,
Apple Slicer,apple slicer,apple-slicer,https://buddy.farm/i/apple-slicer/,found,200,https://buddy.farm/i/apple-slicer/,Apple Slicer,1,,
Apple Turnover,apple turnover,apple-turnover,https://buddy.farm/i/apple-turnover/,found,200,https://buddy.farm/i/apple-turnover/,Apple Turnover,1,,
Aquacite,aquacite,aquacite,https://buddy.farm/i/aquacite/,found,200,https://buddy.farm/i/aquacite/,Aquacite,1,,
Aquamarine,aquamarine,aquamarine,https://buddy.farm/i/aquamarine/,found,200,https://buddy.farm/i/aquamarine/,Aquamarine,1,,
Aquamarine Ring,aquamarine ring,aquamarine-ring,https://buddy.farm/i/aquamarine-ring/,found,200,https://buddy.farm/i/aquamarine-ring/,Aquamarine Ring,1,,
Arnold Palmer,arnold palmer,arnold-palmer,https://buddy.farm/i/arnold-palmer/,found,200,https://buddy.farm/i/arnold-palmer/,Arnold Palmer,1,,
Arrowhead,arrowhead,arrowhead,https://buddy.farm/i/arrowhead/,found,200,https://buddy.farm/i/arrowhead/,Arrowhead,1,,
Ashes of Pentagorn,ashes of pentagorn,ashes-of-pentagorn,https://buddy.farm/i/ashes-of-pentagorn/,found,200,https://buddy.farm/i/ashes-of-pentagorn/,Ashes of Pentagorn,1,,
Awl,awl,awl,https://buddy.farm/i/awl/,found,200,https://buddy.farm/i/awl/,Awl,1,,
Axe,axe,axe,https://buddy.farm/i/axe/,found,200,https://buddy.farm/i/axe/,Axe,1,,
B for Buddies,b for buddies,b-for-buddies,https://buddy.farm/i/b-for-buddies/,found,200,https://buddy.farm/i/b-for-buddies/,B for Buddies,1,,
