item_index,item_name,canonical_key,source_status,previous_museum_category,previous_category_key,previous_slot_index,obtainable,review_status,generated_buddy_slug,buddy_url,source_label,notes
17,Swordfish,swordfish,existing_museum_completion_canon,Fish,fish,95,Y,source_parsed,swordfish,https://buddy.farm/i/swordfish/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
18,Concord Grape Pie,concord grape pie,existing_museum_completion_canon,Items,items,233,Y,source_parsed,concord-grape-pie,https://buddy.farm/i/concord-grape-pie/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
19,Vixen,vixen,existing_museum_completion_canon,Event,event,253,Y,source_parsed,vixen,https://buddy.farm/i/vixen/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
20,Amber,amber,existing_museum_completion_canon,Items,items,11,Y,source_parsed,amber,https://buddy.farm/i/amber/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
21,Present 02,present 02,existing_museum_completion_canon,Items,items,636,Y,source_parsed,present-02,https://buddy.farm/i/present-02/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
22,Party Horn,party horn,existing_museum_completion_canon,Items,items,585,Y,source_parsed,party-horn,https://buddy.farm/i/party-horn/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
23,Flame Orb,flame orb,existing_museum_completion_canon,Items,items,321,Y,source_parsed,flame-orb,https://buddy.farm/i/flame-orb/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
24,Teddy Bear,teddy bear,existing_museum_completion_canon,Event,event,239,Y,source_parsed,teddy-bear,https://buddy.farm/i/teddy-bear/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
25,Thomas Bobblehead,thomas bobblehead,existing_museum_completion_canon,Items,items,852,Y,source_parsed,thomas-bobblehead,https://buddy.farm/i/thomas-bobblehead/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
26,Peculiar Gem,peculiar gem,existing_museum_completion_canon,Items,items,592,N,source_parsed,peculiar-gem,https://buddy.farm/i/peculiar-gem/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
27,Shark Tooth,shark tooth,existing_museum_completion_canon,Items,items,754,Y,source_parsed,shark-tooth,https://buddy.farm/i/shark-tooth/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
28,Mystical Chest 01,mystical chest 01,existing_museum_completion_canon,Items,items,549,Y,source_parsed,mystical-chest-01,https://buddy.farm/i/mystical-chest-01/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
29,Book of Maps,book of maps,existing_museum_completion_canon,Items,items,125,Y,source_parsed,book-of-maps,https://buddy.farm/i/book-of-maps/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
30,Egg 03,egg 03,existing_museum_completion_canon,Event,event,71,Y,source_parsed,egg-03,https://buddy.farm/i/egg-03/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
31,Large Chest 01,large chest 01,existing_museum_completion_canon,Items,items,474,Y,source_parsed,large-chest-01,https://buddy.farm/i/large-chest-01/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
32,Borgen Buck,borgen buck,existing_museum_completion_canon,Items,items,131,Y,source_parsed,borgen-buck,https://buddy.farm/i/borgen-buck/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
33,Apple Belt,apple belt,existing_museum_completion_canon,Items,items,23,Y,source_parsed,apple-belt,https://buddy.farm/i/apple-belt/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
34,Gold Laurel,gold laurel,existing_museum_completion_canon,Items,items,383,Y,source_parsed,gold-laurel,https://buddy.farm/i/gold-laurel/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
35,Fossilized Print,fossilized print,existing_museum_completion_canon,Items,items,329,Y,source_parsed,fossilized-print,https://buddy.farm/i/fossilized-print/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
36,Buddy's Sleeping Cap,buddy's sleeping cap,existing_museum_completion_canon,Items,items,157,Y,source_parsed,buddy-s-sleeping-cap,https://buddy.farm/i/buddy-s-sleeping-cap/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
37,Blue Feathers,blue feathers,existing_museum_completion_canon,Items,items,99,Y,source_parsed,blue-feathers,https://buddy.farm/i/blue-feathers/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
38,Rune Dice,rune dice,existing_museum_completion_canon,Items,items,698,Y,source_parsed,rune-dice,https://buddy.farm/i/rune-dice/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
39,Veggie Juice,veggie juice,existing_museum_completion_canon,Items,items,889,Y,source_parsed,veggie-juice,https://buddy.farm/i/veggie-juice/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
40,Watermelon Seeds,watermelon seeds,existing_museum_completion_canon,Seeds,seeds,32,Y,source_parsed,watermelon-seeds,https://buddy.farm/i/watermelon-seeds/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
41,Fancy Table,fancy table,existing_museum_completion_canon,Items,items,305,Y,source_parsed,fancy-table,https://buddy.farm/i/fancy-table/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
42,Reaver Claw,reaver claw,existing_museum_completion_canon,Fish,fish,70,Y,source_parsed,reaver-claw,https://buddy.farm/i/reaver-claw/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
43,Egg of Air,egg of air,existing_museum_completion_canon,Event,event,83,Y,source_parsed,egg-of-air,https://buddy.farm/i/egg-of-air/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
44,Dino Buddy Doll,dino buddy doll,existing_museum_completion_canon,Items,items,268,Y,source_parsed,dino-buddy-doll,https://buddy.farm/i/dino-buddy-doll/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
45,YoYo,yoyo,existing_museum_completion_canon,Items,items,944,Y,source_parsed,yoyo,https://buddy.farm/i/yoyo/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
46,Shinefish,shinefish,existing_museum_completion_canon,Fish,fish,80,Y,source_parsed,shinefish,https://buddy.farm/i/shinefish/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
47,Gold Boot,gold boot,existing_museum_completion_canon,Items,items,376,Y,source_parsed,gold-boot,https://buddy.farm/i/gold-boot/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
48,Bunny Ears,bunny ears,existing_museum_completion_canon,Event,event,27,Y,source_parsed,bunny-ears,https://buddy.farm/i/bunny-ears/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
49,Snow Shoes,snow shoes,existing_museum_completion_canon,Items,items,782,Y,source_parsed,snow-shoes,https://buddy.farm/i/snow-shoes/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
50,Egg Basket,egg basket,existing_museum_completion_canon,Event,event,81,Y,source_parsed,egg-basket,https://buddy.farm/i/egg-basket/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
51,Spooky Pie,spooky pie,existing_museum_completion_canon,Meals,meals,19,Y,source_parsed,spooky-pie,https://buddy.farm/i/spooky-pie/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
52,Gold Apple,gold apple,existing_museum_completion_canon,Event,event,143,Y,source_parsed,gold-apple,https://buddy.farm/i/gold-apple/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
53,Eggplant,eggplant,existing_museum_completion_canon,Crops,crops,8,Y,source_parsed,eggplant,https://buddy.farm/i/eggplant/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
54,Odthorin's Charm,odthorin's charm,existing_museum_completion_canon,Items,items,562,Y,source_parsed,odthorin-s-charm,https://buddy.farm/i/odthorin-s-charm/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
55,Drum,drum,existing_museum_completion_canon,Fish,fish,22,Y,source_parsed,drum,https://buddy.farm/i/drum/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
56,Bug Bag 01,bug bag 01,existing_museum_completion_canon,Items,items,159,Y,source_parsed,bug-bag-01,https://buddy.farm/i/bug-bag-01/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
57,Onyx Scorpion,onyx scorpion,existing_museum_completion_canon,Items,items,565,Y,source_parsed,onyx-scorpion,https://buddy.farm/i/onyx-scorpion/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
58,Winter Basket,winter basket,existing_museum_completion_canon,Items,items,915,Y,source_parsed,winter-basket,https://buddy.farm/i/winter-basket/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
59,Peas,peas,existing_museum_completion_canon,Crops,crops,24,Y,source_parsed,peas,https://buddy.farm/i/peas/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
60,Blue Diamond Fish,blue diamond fish,new_in_current_museum_export,,,,,reviewed_name_from_current_export,blue-diamond-fish,https://buddy.farm/i/blue-diamond-fish/,2026-06-04 museum Library Everything export,"New in current museum export; review sources, icons, recipes, and aliases before canonical promotion."
61,Thank You Card,thank you card,existing_museum_completion_canon,Cards,cards,13,Y,source_parsed,thank-you-card,https://buddy.farm/i/thank-you-card/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
62,Aquamarine Ring,aquamarine ring,existing_museum_completion_canon,Items,items,35,Y,source_parsed,aquamarine-ring,https://buddy.farm/i/aquamarine-ring/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
63,Shrimp,shrimp,existing_museum_completion_canon,Fish,fish,81,Y,source_parsed,shrimp,https://buddy.farm/i/shrimp/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
64,Jade Charm,jade charm,existing_museum_completion_canon,Items,items,457,Y,source_parsed,jade-charm,https://buddy.farm/i/jade-charm/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
65,Egg of Water,egg of water,existing_museum_completion_canon,Event,event,91,Y,source_parsed,egg-of-water,https://buddy.farm/i/egg-of-water/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
66,Eggypalchi,eggypalchi,new_in_current_museum_export,,,,,reviewed_name_from_current_export,eggypalchi,https://buddy.farm/i/eggypalchi/,2026-06-04 museum Library Everything export,"New in current museum export; review sources, icons, recipes, and aliases before canonical promotion."
67,Tea Leaves,tea leaves,existing_museum_completion_canon,Items,items,849,Y,source_parsed,tea-leaves,https://buddy.farm/i/tea-leaves/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
68,Bat Wing,bat wing,existing_museum_completion_canon,Event,event,9,Y,source_parsed,bat-wing,https://buddy.farm/i/bat-wing/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
69,Event Token Purse,event token purse,existing_museum_completion_canon,Items,items,289,Y,source_parsed,event-token-purse,https://buddy.farm/i/event-token-purse/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
70,Corn Prize Bag,corn prize bag,existing_museum_completion_canon,Items,items,243,Y,source_parsed,corn-prize-bag,https://buddy.farm/i/corn-prize-bag/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
71,Belt of Menace,belt of menace,existing_museum_completion_canon,Items,items,76,Y,source_parsed,belt-of-menace,https://buddy.farm/i/belt-of-menace/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
72,Coderanger's Missing Semicolon,coderanger's missing semicolon,existing_museum_completion_canon,Items,items,229,Y,source_parsed,coderanger-s-missing-semicolon,https://buddy.farm/i/coderanger-s-missing-semicolon/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
73,Globber,globber,existing_museum_completion_canon,Fish,fish,32,Y,source_parsed,globber,https://buddy.farm/i/globber/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
74,Flying Machine,flying machine,existing_museum_completion_canon,Items,items,324,Y,source_parsed,flying-machine,https://buddy.farm/i/flying-machine/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
75,Trigon Knot,trigon knot,existing_museum_completion_canon,Items,items,870,Y,source_parsed,trigon-knot,https://buddy.farm/i/trigon-knot/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
76,Egg of Ages,egg of ages,existing_museum_completion_canon,Event,event,82,Y,source_parsed,egg-of-ages,https://buddy.farm/i/egg-of-ages/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
77,Grab Bag 01,grab bag 01,existing_museum_completion_canon,Items,items,392,Y,source_parsed,grab-bag-01,https://buddy.farm/i/grab-bag-01/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
78,Hot Cocoa,hot cocoa,existing_museum_completion_canon,Event,event,168,Y,source_parsed,hot-cocoa,https://buddy.farm/i/hot-cocoa/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
79,Purple Shirt,purple shirt,existing_museum_completion_canon,Items,items,652,Y,source_parsed,purple-shirt,https://buddy.farm/i/purple-shirt/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
80,Gold Mittens,gold mittens,existing_museum_completion_canon,Event,event,148,Y,source_parsed,gold-mittens,https://buddy.farm/i/gold-mittens/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
81,White Parchment,white parchment,existing_museum_completion_canon,Items,items,906,Y,source_parsed,white-parchment,https://buddy.farm/i/white-parchment/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
82,Tie Dye Scarf,tie dye scarf,existing_museum_completion_canon,Items,items,857,Y,source_parsed,tie-dye-scarf,https://buddy.farm/i/tie-dye-scarf/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
83,We Know Card,we know card,existing_museum_completion_canon,Cards,cards,14,Y,source_parsed,we-know-card,https://buddy.farm/i/we-know-card/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
84,Supply Voucher,supply voucher,existing_museum_completion_canon,Meals,meals,20,Y,source_parsed,supply-voucher,https://buddy.farm/i/supply-voucher/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
85,Parade Balloon Buddy Doll,parade balloon buddy doll,existing_museum_completion_canon,Items,items,583,Y,source_parsed,parade-balloon-buddy-doll,https://buddy.farm/i/parade-balloon-buddy-doll/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
86,Egg 08,egg 08,existing_museum_completion_canon,Event,event,76,Y,source_parsed,egg-08,https://buddy.farm/i/egg-08/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
87,Fruit Punch,fruit punch,existing_museum_completion_canon,Items,items,345,Y,source_parsed,fruit-punch,https://buddy.farm/i/fruit-punch/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
88,Y73841 Detector,y73841 detector,existing_museum_completion_canon,Items,items,934,Y,source_parsed,y73841-detector,https://buddy.farm/i/y73841-detector/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
89,Frozen Fishing Net,frozen fishing net,existing_museum_completion_canon,Event,event,111,Y,source_parsed,frozen-fishing-net,https://buddy.farm/i/frozen-fishing-net/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
90,Runestone 27,runestone 27,existing_museum_completion_canon,Items,items,723,Y,source_parsed,runestone-27,https://buddy.farm/i/runestone-27/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
91,Summer Basket,summer basket,existing_museum_completion_canon,Items,items,833,Y,source_parsed,summer-basket,https://buddy.farm/i/summer-basket/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
92,Bear Buddy Doll,bear buddy doll,existing_museum_completion_canon,Items,items,66,Y,source_parsed,bear-buddy-doll,https://buddy.farm/i/bear-buddy-doll/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
93,Green Top Hat,green top hat,existing_museum_completion_canon,Event,event,155,Y,source_parsed,green-top-hat,https://buddy.farm/i/green-top-hat/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
94,Fireworks,fireworks,existing_museum_completion_canon,Items,items,317,Y,source_parsed,fireworks,https://buddy.farm/i/fireworks/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
95,Shadow Bloom,shadow bloom,existing_museum_completion_canon,Items,items,752,Y,source_parsed,shadow-bloom,https://buddy.farm/i/shadow-bloom/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
96,Runestone 10,runestone 10,existing_museum_completion_canon,Items,items,711,Y,source_parsed,runestone-10,https://buddy.farm/i/runestone-10/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
97,Adventure Buddy Doll,adventure buddy doll,existing_museum_completion_canon,Items,items,10,Y,source_parsed,adventure-buddy-doll,https://buddy.farm/i/adventure-buddy-doll/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
98,Sun Shades,sun shades,existing_museum_completion_canon,Items,items,834,Y,source_parsed,sun-shades,https://buddy.farm/i/sun-shades/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
99,Ghost Candy,ghost candy,existing_museum_completion_canon,Event,event,139,Y,source_parsed,ghost-candy,https://buddy.farm/i/ghost-candy/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
100,Octopus,octopus,existing_museum_completion_canon,Fish,fish,64,Y,source_parsed,octopus,https://buddy.farm/i/octopus/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
101,Hammer,hammer,existing_museum_completion_canon,Items,items,421,Y,source_parsed,hammer,https://buddy.farm/i/hammer/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
102,Gold Feather,gold feather,existing_museum_completion_canon,Items,items,379,Y,source_parsed,gold-feather,https://buddy.farm/i/gold-feather/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
103,Book of Time,book of time,existing_museum_completion_canon,Items,items,128,Y,source_parsed,book-of-time,https://buddy.farm/i/book-of-time/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
104,Swamp Thistle,swamp thistle,existing_museum_completion_canon,Items,items,845,Y,source_parsed,swamp-thistle,https://buddy.farm/i/swamp-thistle/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
105,Feathers,feathers,existing_museum_completion_canon,Items,items,309,Y,source_parsed,feathers,https://buddy.farm/i/feathers/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
106,Frozen Boot,frozen boot,existing_museum_completion_canon,Event,event,105,Y,source_parsed,frozen-boot,https://buddy.farm/i/frozen-boot/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
107,Christmas Present 06,christmas present 06,existing_museum_completion_canon,Event,event,44,Y,source_parsed,christmas-present-06,https://buddy.farm/i/christmas-present-06/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
108,Ashes of Pentagorn,ashes of pentagorn,existing_museum_completion_canon,Items,items,38,Y,source_parsed,ashes-of-pentagorn,https://buddy.farm/i/ashes-of-pentagorn/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
109,Rice Seeds,rice seeds,existing_museum_completion_canon,Seeds,seeds,27,Y,source_parsed,rice-seeds,https://buddy.farm/i/rice-seeds/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
110,Magical Egg Basket,magical egg basket,existing_museum_completion_canon,Event,event,177,Y,source_parsed,magical-egg-basket,https://buddy.farm/i/magical-egg-basket/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
111,Orange Dye,orange dye,existing_museum_completion_canon,Items,items,570,Y,source_parsed,orange-dye,https://buddy.farm/i/orange-dye/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
112,Buddy Bobblehead,buddy bobblehead,existing_museum_completion_canon,Items,items,150,Y,source_parsed,buddy-bobblehead,https://buddy.farm/i/buddy-bobblehead/,2026-06-04 museum Library Everything export,Previously present in museum_completion_canon.csv; included for full current-universe Buddy evidence refresh.
