item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,probe_status,http_status,final_url,page_title,attempts,flags,notes
Apple Belt,apple belt,apple-belt,https://buddy.farm/i/apple-belt/,found,200,https://buddy.farm/i/apple-belt/,Apple Belt,1,,
Apple Buddy Doll,apple buddy doll,apple-buddy-doll,https://buddy.farm/i/apple-buddy-doll/,found,200,https://buddy.farm/i/apple-buddy-doll/,Apple Buddy Doll,1,,
Apple Cider,apple cider,apple-cider,https://buddy.farm/i/apple-cider/,found,200,https://buddy.farm/i/apple-cider/,Apple Cider,1,,
Apple Core,apple core,apple-core,https://buddy.farm/i/apple-core/,found,200,https://buddy.farm/i/apple-core/,Apple Core,1,,
Apple Crate 01,apple crate 01,apple-crate-01,https://buddy.farm/i/apple-crate-01/,found,200,https://buddy.farm/i/apple-crate-01/,Apple Crate 01,1,,
Apple Crate 02,apple crate 02,apple-crate-02,https://buddy.farm/i/apple-crate-02/,found,200,https://buddy.farm/i/apple-crate-02/,Apple Crate 02,1,,
Apple Picker,apple picker,apple-picker,https://buddy.farm/i/apple-picker/,found,200,https://buddy.farm/i/apple-picker/,Apple Picker,1,,
Apple Pie,apple pie,apple-pie,https://buddy.farm/i/apple-pie/,found,200,https://buddy.farm/i/apple-pie/,Apple Pie,1,,
Apple Slice,apple slice,apple-slice,https://buddy.farm/i/apple-slice/,found,200,https://buddy.farm/i/apple-slice/,Apple Slice,1,,
Apple Slicer,apple slicer,apple-slicer,https://buddy.farm/i/apple-slicer/,found,200,https://buddy.farm/i/apple-slicer/,Apple Slicer,1,,
Apple Turnover,apple turnover,apple-turnover,https://buddy.farm/i/apple-turnover/,found,200,https://buddy.farm/i/apple-turnover/,Apple Turnover,1,,
Aquacite,aquacite,aquacite,https://buddy.farm/i/aquacite/,found,200,https://buddy.farm/i/aquacite/,Aquacite,1,,
Aquamarine,aquamarine,aquamarine,https://buddy.farm/i/aquamarine/,found,200,https://buddy.farm/i/aquamarine/,Aquamarine,1,,
Aquamarine Ring,aquamarine ring,aquamarine-ring,https://buddy.farm/i/aquamarine-ring/,found,200,https://buddy.farm/i/aquamarine-ring/,Aquamarine Ring,1,,
Arnold Palmer,arnold palmer,arnold-palmer,https://buddy.farm/i/arnold-palmer/,found,200,https://buddy.farm/i/arnold-palmer/,Arnold Palmer,1,,
Arrowhead,arrowhead,arrowhead,https://buddy.farm/i/arrowhead/,found,200,https://buddy.farm/i/arrowhead/,Arrowhead,1,,
Ashes of Pentagorn,ashes of pentagorn,ashes-of-pentagorn,https://buddy.farm/i/ashes-of-pentagorn/,found,200,https://buddy.farm/i/ashes-of-pentagorn/,Ashes of Pentagorn,1,,
Awl,awl,awl,https://buddy.farm/i/awl/,found,200,https://buddy.farm/i/awl/,Awl,1,,
Axe,axe,axe,https://buddy.farm/i/axe/,found,200,https://buddy.farm/i/axe/,Axe,1,,
B for Buddies,b for buddies,b-for-buddies,https://buddy.farm/i/b-for-buddies/,found,200,https://buddy.farm/i/b-for-buddies/,B for Buddies,1,,
Baba Bobblehead,baba bobblehead,baba-bobblehead,https://buddy.farm/i/baba-bobblehead/,found,200,https://buddy.farm/i/baba-bobblehead/,Baba Bobblehead,1,,
Baba Cola,baba cola,baba-cola,https://buddy.farm/i/baba-cola/,found,200,https://buddy.farm/i/baba-cola/,Baba Cola,1,,
Baba Gec's Cabbage Stew,baba gec's cabbage stew,baba-gec-s-cabbage-stew,https://buddy.farm/i/baba-gec-s-cabbage-stew/,found,200,https://buddy.farm/i/baba-gec-s-cabbage-stew/,Baba Gec&#x27;s Cabbage Stew,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Baba's Snack Pack,baba's snack pack,baba-s-snack-pack,https://buddy.farm/i/baba-s-snack-pack/,found,200,https://buddy.farm/i/baba-s-snack-pack/,Baba&#x27;s Snack Pack,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Backpack,backpack,backpack,https://buddy.farm/i/backpack/,found,200,https://buddy.farm/i/backpack/,Backpack,1,,
Backstabbing Dagger,backstabbing dagger,backstabbing-dagger,https://buddy.farm/i/backstabbing-dagger/,found,200,https://buddy.farm/i/backstabbing-dagger/,Backstabbing Dagger,1,,
Bacon,bacon,bacon,https://buddy.farm/i/bacon/,found,200,https://buddy.farm/i/bacon/,Bacon,1,,
Bag of Ghost Candy,bag of ghost candy,bag-of-ghost-candy,https://buddy.farm/i/bag-of-ghost-candy/,found,200,https://buddy.farm/i/bag-of-ghost-candy/,Bag of Ghost Candy,1,,
Bag of Presents 01,bag of presents 01,bag-of-presents-01,https://buddy.farm/i/bag-of-presents-01/,found,200,https://buddy.farm/i/bag-of-presents-01/,Bag of Presents 01,1,,
Bag of Presents 02,bag of presents 02,bag-of-presents-02,https://buddy.farm/i/bag-of-presents-02/,found,200,https://buddy.farm/i/bag-of-presents-02/,Bag of Presents 02,1,,
Bag of Snowballs,bag of snowballs,bag-of-snowballs,https://buddy.farm/i/bag-of-snowballs/,found,200,https://buddy.farm/i/bag-of-snowballs/,Bag of Snowballs,1,,
Bag of Spring Seeds,bag of spring seeds,bag-of-spring-seeds,https://buddy.farm/i/bag-of-spring-seeds/,found,200,https://buddy.farm/i/bag-of-spring-seeds/,Bag of Spring Seeds,1,,
Bahltruvian Scales,bahltruvian scales,bahltruvian-scales,https://buddy.farm/i/bahltruvian-scales/,found,200,https://buddy.farm/i/bahltruvian-scales/,Bahltruvian Scales,1,,
Bait Bag 01,bait bag 01,bait-bag-01,https://buddy.farm/i/bait-bag-01/,found,200,https://buddy.farm/i/bait-bag-01/,Bait Bag 01,1,,
Bamboo,bamboo,bamboo,https://buddy.farm/i/bamboo/,found,200,https://buddy.farm/i/bamboo/,Bamboo,1,,
Bamboo Chair,bamboo chair,bamboo-chair,https://buddy.farm/i/bamboo-chair/,found,200,https://buddy.farm/i/bamboo-chair/,Bamboo Chair,1,,
Bamboo Fence,bamboo fence,bamboo-fence,https://buddy.farm/i/bamboo-fence/,found,200,https://buddy.farm/i/bamboo-fence/,Bamboo Fence,1,,
Bamboo Flute,bamboo flute,bamboo-flute,https://buddy.farm/i/bamboo-flute/,found,200,https://buddy.farm/i/bamboo-flute/,Bamboo Flute,1,,
Bamboo Rope,bamboo rope,bamboo-rope,https://buddy.farm/i/bamboo-rope/,found,200,https://buddy.farm/i/bamboo-rope/,Bamboo Rope,1,,
Bamboo Trellis,bamboo trellis,bamboo-trellis,https://buddy.farm/i/bamboo-trellis/,found,200,https://buddy.farm/i/bamboo-trellis/,Bamboo Trellis,1,,
Banana Peel,banana peel,banana-peel,https://buddy.farm/i/banana-peel/,found,200,https://buddy.farm/i/banana-peel/,Banana Peel,1,,
Bananas,bananas,bananas,https://buddy.farm/i/bananas/,found,200,https://buddy.farm/i/bananas/,Bananas,1,,
Bar of Silver,bar of silver,bar-of-silver,https://buddy.farm/i/bar-of-silver/,found,200,https://buddy.farm/i/bar-of-silver/,Bar of Silver,1,,
Barbed Wire,barbed wire,barbed-wire,https://buddy.farm/i/barbed-wire/,found,200,https://buddy.farm/i/barbed-wire/,Barbed Wire,1,,
Barnacle Shell,barnacle shell,barnacle-shell,https://buddy.farm/i/barnacle-shell/,found,200,https://buddy.farm/i/barnacle-shell/,Barnacle Shell,1,,
Barracuda,barracuda,barracuda,https://buddy.farm/i/barracuda/,found,200,https://buddy.farm/i/barracuda/,Barracuda,1,,
Basic Pillow,basic pillow,basic-pillow,https://buddy.farm/i/basic-pillow/,found,200,https://buddy.farm/i/basic-pillow/,Basic Pillow,1,,
Bat Wing,bat wing,bat-wing,https://buddy.farm/i/bat-wing/,found,200,https://buddy.farm/i/bat-wing/,Bat Wing,1,,
Beach Ball,beach ball,beach-ball,https://buddy.farm/i/beach-ball/,found,200,https://buddy.farm/i/beach-ball/,Beach Ball,1,,
Beach Towel,beach towel,beach-towel,https://buddy.farm/i/beach-towel/,found,200,https://buddy.farm/i/beach-towel/,Beach Towel,1,,
Beach Umbrella,beach umbrella,beach-umbrella,https://buddy.farm/i/beach-umbrella/,found,200,https://buddy.farm/i/beach-umbrella/,Beach Umbrella,1,,
Bear Buddy Doll,bear buddy doll,bear-buddy-doll,https://buddy.farm/i/bear-buddy-doll/,found,200,https://buddy.farm/i/bear-buddy-doll/,Bear Buddy Doll,1,,
Beary Squishies,beary squishies,beary-squishies,https://buddy.farm/i/beary-squishies/,found,200,https://buddy.farm/i/beary-squishies/,Beary Squishies,1,,
Beatrix Bobblehead,beatrix bobblehead,beatrix-bobblehead,https://buddy.farm/i/beatrix-bobblehead/,found,200,https://buddy.farm/i/beatrix-bobblehead/,Beatrix Bobblehead,1,,
Beatrix's Big Box of Boom,beatrix's big box of boom,beatrix-s-big-box-of-boom,https://buddy.farm/i/beatrix-s-big-box-of-boom/,found,200,https://buddy.farm/i/beatrix-s-big-box-of-boom/,Beatrix&#x27;s Big Box of Boom,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,beatrix-s-booming-brawl-box-01,https://buddy.farm/i/beatrix-s-booming-brawl-box-01/,found,200,https://buddy.farm/i/beatrix-s-booming-brawl-box-01/,Beatrix&#x27;s Booming Brawl Box 01,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,beatrix-s-booming-brawl-box-02,https://buddy.farm/i/beatrix-s-booming-brawl-box-02/,found,200,https://buddy.farm/i/beatrix-s-booming-brawl-box-02/,Beatrix&#x27;s Booming Brawl Box 02,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Beet,beet,beet,https://buddy.farm/i/beet/,found,200,https://buddy.farm/i/beet/,Beet,1,,
Beet Seeds,beet seeds,beet-seeds,https://buddy.farm/i/beet-seeds/,found,200,https://buddy.farm/i/beet-seeds/,Beet Seeds,1,,
Bell,bell,bell,https://buddy.farm/i/bell/,found,200,https://buddy.farm/i/bell/,Bell,1,,
Belt Drive,belt drive,belt-drive,https://buddy.farm/i/belt-drive/,found,200,https://buddy.farm/i/belt-drive/,Belt Drive,1,,
Belt of Commander Uteer,belt of commander uteer,belt-of-commander-uteer,https://buddy.farm/i/belt-of-commander-uteer/,found,200,https://buddy.farm/i/belt-of-commander-uteer/,Belt of Commander Uteer,1,,
Belt of Freedom,belt of freedom,belt-of-freedom,https://buddy.farm/i/belt-of-freedom/,found,200,https://buddy.farm/i/belt-of-freedom/,Belt of Freedom,1,,
Belt of Menace,belt of menace,belt-of-menace,https://buddy.farm/i/belt-of-menace/,found,200,https://buddy.farm/i/belt-of-menace/,Belt of Menace,1,,
Belt of Truth,belt of truth,belt-of-truth,https://buddy.farm/i/belt-of-truth/,found,200,https://buddy.farm/i/belt-of-truth/,Belt of Truth,1,,
Bessi Gan Belt,bessi gan belt,bessi-gan-belt,https://buddy.farm/i/bessi-gan-belt/,found,200,https://buddy.farm/i/bessi-gan-belt/,Bessi Gan Belt,1,,
Bird Egg,bird egg,bird-egg,https://buddy.farm/i/bird-egg/,found,200,https://buddy.farm/i/bird-egg/,Bird Egg,1,,
Bird Key,bird key,bird-key,https://buddy.farm/i/bird-key/,found,200,https://buddy.farm/i/bird-key/,Bird Key,1,,
Bird Skull 01,bird skull 01,bird-skull-01,https://buddy.farm/i/bird-skull-01/,found,200,https://buddy.farm/i/bird-skull-01/,Bird Skull 01,1,,
Birthday Present,birthday present,birthday-present,https://buddy.farm/i/birthday-present/,found,200,https://buddy.farm/i/birthday-present/,Birthday Present,1,,
Birthday Suit Buddy Doll,birthday suit buddy doll,birthday-suit-buddy-doll,https://buddy.farm/i/birthday-suit-buddy-doll/,found,200,https://buddy.farm/i/birthday-suit-buddy-doll/,Birthday Suit Buddy Doll,1,,
Birthday Surprise Box 03,birthday surprise box 03,birthday-surprise-box-03,https://buddy.farm/i/birthday-surprise-box-03/,found,200,https://buddy.farm/i/birthday-surprise-box-03/,Birthday Surprise Box 03,1,,
Birthday Surprise Box 04,birthday surprise box 04,birthday-surprise-box-04,https://buddy.farm/i/birthday-surprise-box-04/,found,200,https://buddy.farm/i/birthday-surprise-box-04/,Birthday Surprise Box 04,1,,
Bitten Apple,bitten apple,bitten-apple,https://buddy.farm/i/bitten-apple/,found,200,https://buddy.farm/i/bitten-apple/,Bitten Apple,1,,
Black Bag,black bag,black-bag,https://buddy.farm/i/black-bag/,found,200,https://buddy.farm/i/black-bag/,Black Bag,1,,
Black Cloak,black cloak,black-cloak,https://buddy.farm/i/black-cloak/,found,200,https://buddy.farm/i/black-cloak/,Black Cloak,1,,
Black Dye,black dye,black-dye,https://buddy.farm/i/black-dye/,found,200,https://buddy.farm/i/black-dye/,Black Dye,1,,
Black Powder,black powder,black-powder,https://buddy.farm/i/black-powder/,found,200,https://buddy.farm/i/black-powder/,Black Powder,1,,
Black Purse,black purse,black-purse,https://buddy.farm/i/black-purse/,found,200,https://buddy.farm/i/black-purse/,Black Purse,1,,
Black Scarf,black scarf,black-scarf,https://buddy.farm/i/black-scarf/,found,200,https://buddy.farm/i/black-scarf/,Black Scarf,1,,
Black Shield,black shield,black-shield,https://buddy.farm/i/black-shield/,found,200,https://buddy.farm/i/black-shield/,Black Shield,1,,
Black Shirt,black shirt,black-shirt,https://buddy.farm/i/black-shirt/,found,200,https://buddy.farm/i/black-shirt/,Black Shirt,1,,
Black Truffle,black truffle,black-truffle,https://buddy.farm/i/black-truffle/,found,200,https://buddy.farm/i/black-truffle/,Black Truffle,1,,
Black Twine,black twine,black-twine,https://buddy.farm/i/black-twine/,found,200,https://buddy.farm/i/black-twine/,Black Twine,1,,
Blitzen,blitzen,blitzen,https://buddy.farm/i/blitzen/,found,200,https://buddy.farm/i/blitzen/,Blitzen,1,,
Block of Wood,block of wood,block-of-wood,https://buddy.farm/i/block-of-wood/,found,200,https://buddy.farm/i/block-of-wood/,Block of Wood,1,,
Blood Crystal,blood crystal,blood-crystal,https://buddy.farm/i/blood-crystal/,found,200,https://buddy.farm/i/blood-crystal/,Blood Crystal,1,,
Blubberfish,blubberfish,blubberfish,https://buddy.farm/i/blubberfish/,found,200,https://buddy.farm/i/blubberfish/,Blubberfish,1,,
Blue Butterfly,blue butterfly,blue-butterfly,https://buddy.farm/i/blue-butterfly/,found,200,https://buddy.farm/i/blue-butterfly/,Blue Butterfly,1,,
Blue Catfish,blue catfish,blue-catfish,https://buddy.farm/i/blue-catfish/,found,200,https://buddy.farm/i/blue-catfish/,Blue Catfish,1,,
Blue Crab,blue crab,blue-crab,https://buddy.farm/i/blue-crab/,found,200,https://buddy.farm/i/blue-crab/,Blue Crab,1,,
Blue Diary,blue diary,blue-diary,https://buddy.farm/i/blue-diary/,found,200,https://buddy.farm/i/blue-diary/,Blue Diary,1,,
Blue Dye,blue dye,blue-dye,https://buddy.farm/i/blue-dye/,found,200,https://buddy.farm/i/blue-dye/,Blue Dye,1,,
Blue Feathers,blue feathers,blue-feathers,https://buddy.farm/i/blue-feathers/,found,200,https://buddy.farm/i/blue-feathers/,Blue Feathers,1,,
Blue Flowers,blue flowers,blue-flowers,https://buddy.farm/i/blue-flowers/,found,200,https://buddy.farm/i/blue-flowers/,Blue Flowers,1,,
Blue Gel,blue gel,blue-gel,https://buddy.farm/i/blue-gel/,found,200,https://buddy.farm/i/blue-gel/,Blue Gel,1,,
Blue Milk,blue milk,blue-milk,https://buddy.farm/i/blue-milk/,found,200,https://buddy.farm/i/blue-milk/,Blue Milk,1,,
Blue Ornament,blue ornament,blue-ornament,https://buddy.farm/i/blue-ornament/,found,200,https://buddy.farm/i/blue-ornament/,Blue Ornament,1,,
Blue Parchment,blue parchment,blue-parchment,https://buddy.farm/i/blue-parchment/,found,200,https://buddy.farm/i/blue-parchment/,Blue Parchment,1,,
Blue Purse,blue purse,blue-purse,https://buddy.farm/i/blue-purse/,found,200,https://buddy.farm/i/blue-purse/,Blue Purse,1,,
Blue Sea Bass,blue sea bass,blue-sea-bass,https://buddy.farm/i/blue-sea-bass/,found,200,https://buddy.farm/i/blue-sea-bass/,Blue Sea Bass,1,,
Blue Shell,blue shell,blue-shell,https://buddy.farm/i/blue-shell/,found,200,https://buddy.farm/i/blue-shell/,Blue Shell,1,,
Blue Shirt,blue shirt,blue-shirt,https://buddy.farm/i/blue-shirt/,found,200,https://buddy.farm/i/blue-shirt/,Blue Shirt,1,,
Blue Spritz,blue spritz,blue-spritz,https://buddy.farm/i/blue-spritz/,found,200,https://buddy.farm/i/blue-spritz/,Blue Spritz,1,,
Blue Star Stomper,blue star stomper,blue-star-stomper,https://buddy.farm/i/blue-star-stomper/,found,200,https://buddy.farm/i/blue-star-stomper/,Blue Star Stomper,1,,
Blue Tang,blue tang,blue-tang,https://buddy.farm/i/blue-tang/,found,200,https://buddy.farm/i/blue-tang/,Blue Tang,1,,
Blue Tiger Fish,blue tiger fish,blue-tiger-fish,https://buddy.farm/i/blue-tiger-fish/,found,200,https://buddy.farm/i/blue-tiger-fish/,Blue Tiger Fish,1,,
Blue Twine,blue twine,blue-twine,https://buddy.farm/i/blue-twine/,found,200,https://buddy.farm/i/blue-twine/,Blue Twine,1,,
Bluegill,bluegill,bluegill,https://buddy.farm/i/bluegill/,found,200,https://buddy.farm/i/bluegill/,Bluegill,1,,
Board,board,board,https://buddy.farm/i/board/,found,200,https://buddy.farm/i/board/,Board,1,,
Bog Barnacle,bog barnacle,bog-barnacle,https://buddy.farm/i/bog-barnacle/,found,200,https://buddy.farm/i/bog-barnacle/,Bog Barnacle,1,,
Boghead Snapper,boghead snapper,boghead-snapper,https://buddy.farm/i/boghead-snapper/,found,200,https://buddy.farm/i/boghead-snapper/,Boghead Snapper,1,,
Bogslug,bogslug,bogslug,https://buddy.farm/i/bogslug/,found,200,https://buddy.farm/i/bogslug/,Bogslug,1,,
Boltonic Love Potion 4,boltonic love potion 4,boltonic-love-potion-4,https://buddy.farm/i/boltonic-love-potion-4/,found,200,https://buddy.farm/i/boltonic-love-potion-4/,Boltonic Love Potion 4,1,,
Bomb,bomb,bomb,https://buddy.farm/i/bomb/,found,200,https://buddy.farm/i/bomb/,Bomb,1,,
Bone,bone,bone,https://buddy.farm/i/bone/,found,200,https://buddy.farm/i/bone/,Bone,1,,
Bone 02,bone 02,bone-02,https://buddy.farm/i/bone-02/,found,200,https://buddy.farm/i/bone-02/,Bone 02,1,,
Bone 03,bone 03,bone-03,https://buddy.farm/i/bone-03/,found,200,https://buddy.farm/i/bone-03/,Bone 03,1,,
Bone 04,bone 04,bone-04,https://buddy.farm/i/bone-04/,found,200,https://buddy.farm/i/bone-04/,Bone 04,1,,
Bone 05,bone 05,bone-05,https://buddy.farm/i/bone-05/,found,200,https://buddy.farm/i/bone-05/,Bone 05,1,,
Bone 06,bone 06,bone-06,https://buddy.farm/i/bone-06/,found,200,https://buddy.farm/i/bone-06/,Bone 06,1,,
Bone Broth,bone broth,bone-broth,https://buddy.farm/i/bone-broth/,found,200,https://buddy.farm/i/bone-broth/,Bone Broth,1,,
Bone Fish,bone fish,bone-fish,https://buddy.farm/i/bone-fish/,found,200,https://buddy.farm/i/bone-fish/,Bone Fish,1,,
Bone Fragments,bone fragments,bone-fragments,https://buddy.farm/i/bone-fragments/,found,200,https://buddy.farm/i/bone-fragments/,Bone Fragments,1,,
Bone Pickaxe,bone pickaxe,bone-pickaxe,https://buddy.farm/i/bone-pickaxe/,found,200,https://buddy.farm/i/bone-pickaxe/,Bone Pickaxe,1,,
Boobun's Spray Bottle,boobun's spray bottle,boobun-s-spray-bottle,https://buddy.farm/i/boobun-s-spray-bottle/,found,200,https://buddy.farm/i/boobun-s-spray-bottle/,Boobun&#x27;s Spray Bottle,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Book of Clues,book of clues,book-of-clues,https://buddy.farm/i/book-of-clues/,found,200,https://buddy.farm/i/book-of-clues/,Book of Clues,1,,
Book of Fish,book of fish,book-of-fish,https://buddy.farm/i/book-of-fish/,found,200,https://buddy.farm/i/book-of-fish/,Book of Fish,1,,
Book of Flora,book of flora,book-of-flora,https://buddy.farm/i/book-of-flora/,found,200,https://buddy.farm/i/book-of-flora/,Book of Flora,1,,
Book of Insects,book of insects,book-of-insects,https://buddy.farm/i/book-of-insects/,found,200,https://buddy.farm/i/book-of-insects/,Book of Insects,1,,
Book of Knots,book of knots,book-of-knots,https://buddy.farm/i/book-of-knots/,found,200,https://buddy.farm/i/book-of-knots/,Book of Knots,1,,
Book of Maps,book of maps,book-of-maps,https://buddy.farm/i/book-of-maps/,found,200,https://buddy.farm/i/book-of-maps/,Book of Maps,1,,
Book of Schemas,book of schemas,book-of-schemas,https://buddy.farm/i/book-of-schemas/,found,200,https://buddy.farm/i/book-of-schemas/,Book of Schemas,1,,
Book of Skill,book of skill,book-of-skill,https://buddy.farm/i/book-of-skill/,found,200,https://buddy.farm/i/book-of-skill/,Book of Skill,1,,
Book of Spells,book of spells,book-of-spells,https://buddy.farm/i/book-of-spells/,found,200,https://buddy.farm/i/book-of-spells/,Book of Spells,1,,
Book of Time,book of time,book-of-time,https://buddy.farm/i/book-of-time/,found,200,https://buddy.farm/i/book-of-time/,Book of Time,1,,
Borgen Bag 01,borgen bag 01,borgen-bag-01,https://buddy.farm/i/borgen-bag-01/,found,200,https://buddy.farm/i/borgen-bag-01/,Borgen Bag 01,1,,
Borgen Bobblehead,borgen bobblehead,borgen-bobblehead,https://buddy.farm/i/borgen-bobblehead/,found,200,https://buddy.farm/i/borgen-bobblehead/,Borgen Bobblehead,1,,
Borgen Buck,borgen buck,borgen-buck,https://buddy.farm/i/borgen-buck/,found,200,https://buddy.farm/i/borgen-buck/,Borgen Buck,1,,
Borgen's Dancing Belt,borgen's dancing belt,borgen-s-dancing-belt,https://buddy.farm/i/borgen-s-dancing-belt/,found,200,https://buddy.farm/i/borgen-s-dancing-belt/,Borgen&#x27;s Dancing Belt,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Bottle Rocket,bottle rocket,bottle-rocket,https://buddy.farm/i/bottle-rocket/,found,200,https://buddy.farm/i/bottle-rocket/,Bottle Rocket,1,,
Bouquet of Flowers,bouquet of flowers,bouquet-of-flowers,https://buddy.farm/i/bouquet-of-flowers/,found,200,https://buddy.farm/i/bouquet-of-flowers/,Bouquet of Flowers,1,,
Bouquet of Roses,bouquet of roses,bouquet-of-roses,https://buddy.farm/i/bouquet-of-roses/,found,200,https://buddy.farm/i/bouquet-of-roses/,Bouquet of Roses,1,,
Box of Chocolate 01,box of chocolate 01,box-of-chocolate-01,https://buddy.farm/i/box-of-chocolate-01/,found,200,https://buddy.farm/i/box-of-chocolate-01/,Box of Chocolate 01,1,,
Box of Chocolate 02,box of chocolate 02,box-of-chocolate-02,https://buddy.farm/i/box-of-chocolate-02/,found,200,https://buddy.farm/i/box-of-chocolate-02/,Box of Chocolate 02,1,,
Box of Holiday Cakes,box of holiday cakes,box-of-holiday-cakes,https://buddy.farm/i/box-of-holiday-cakes/,found,200,https://buddy.farm/i/box-of-holiday-cakes/,Box of Holiday Cakes,1,,
