source_page_type,source_page_name,source_page_url,page_data_url,row_kind,target_item_name,target_item_id,target_item_image,source_name,source_type,source_kind,source_image,raw_rate,base_drop_rate,iron_depot,manual_fishing,runecube,flags,notes
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Prism Shard,179,/img/items/8072.png,Ember Lagoon,explore,location,/img/items/lagoon.png,49.0397365716124,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Heart Necklace Left Piece,484,/img/items/l_02_t_b.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,1196.1150184201713,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Stone,40,/img/items/6174.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,5.200389557714842,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,14.579268552265026,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Ancient Coin,123,/img/items/6019.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,169.26239959918664,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Magicite,176,/img/items/7963.png,Ember Lagoon,explore,location,/img/items/lagoon.png,1716.875743979489,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Emberstone,178,/img/items/8166.png,Ember Lagoon,explore,location,/img/items/lagoon.png,23.254461949886636,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Moonstone,177,/img/items/8014.png,Ember Lagoon,explore,location,/img/items/lagoon.png,682.7927132361643,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Large Chest 01,346,/img/items/LC-1.png?1,Ember Lagoon,explore,location,/img/items/lagoon.png,10212.070667529018,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Prism Shard,179,/img/items/8072.png,Ember Lagoon,explore,location,/img/items/lagoon.png,49.05556589356185,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Runestone 17,227,/img/items/rs17.png,Ember Lagoon,explore,location,/img/items/lagoon.png,7011.803202056795,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Diamond,175,/img/items/7999.png,Ember Lagoon,explore,location,/img/items/lagoon.png,33882.9907386492,0.3333333333333333,true,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Heart Necklace Left Piece,484,/img/items/l_02_t_b.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,1194.9049253981025,0.3333333333333333,true,,true,,BL-169 location-source sample
item,Pumpkin Seeds,https://buddy.farm/i/pumpkin-seeds/,https://buddy.farm/page-data/i/pumpkin-seeds/page-data.json,seed_output,Pumpkin,69,/img/items/8294.png,Pumpkin Seeds,farming,seed,/img/items/seeds_pumpkin.png,1,1,,,false,,BL-169 seed-output sample
item,Pumpkin Seeds,https://buddy.farm/i/pumpkin-seeds/,https://buddy.farm/page-data/i/pumpkin-seeds/page-data.json,seed_output,Pumpkin,69,/img/items/8294.png,Pumpkin Seeds,farming,seed,/img/items/seeds_pumpkin.png,1,1,,,true,,BL-169 seed-output sample
