item_name,canonical_key,buddy_url,page_data_url,cache_file_name,status,http_status,source_status,fetched_at,flags,notes
Buddy's Sleeping Cap,buddy's sleeping cap,https://buddy.farm/i/buddy-s-sleeping-cap/,https://buddy.farm/page-data/i/buddy-s-sleeping-cap/page-data.json,buddy-s-sleeping-cap__buddy-s-sleeping-cap.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Blue Feathers,blue feathers,https://buddy.farm/i/blue-feathers/,https://buddy.farm/page-data/i/blue-feathers/page-data.json,blue-feathers__blue-feathers.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Rune Dice,rune dice,https://buddy.farm/i/rune-dice/,https://buddy.farm/page-data/i/rune-dice/page-data.json,rune-dice__rune-dice.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Veggie Juice,veggie juice,https://buddy.farm/i/veggie-juice/,https://buddy.farm/page-data/i/veggie-juice/page-data.json,veggie-juice__veggie-juice.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Watermelon Seeds,watermelon seeds,https://buddy.farm/i/watermelon-seeds/,https://buddy.farm/page-data/i/watermelon-seeds/page-data.json,watermelon-seeds__watermelon-seeds.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Fancy Table,fancy table,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Reaver Claw,reaver claw,https://buddy.farm/i/reaver-claw/,https://buddy.farm/page-data/i/reaver-claw/page-data.json,reaver-claw__reaver-claw.json,skip_fresh,200,sources_blank,2026-06-04T22:11:27.866Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Egg of Air,egg of air,https://buddy.farm/i/egg-of-air/,https://buddy.farm/page-data/i/egg-of-air/page-data.json,egg-of-air__egg-of-air.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Dino Buddy Doll,dino buddy doll,https://buddy.farm/i/dino-buddy-doll/,https://buddy.farm/page-data/i/dino-buddy-doll/page-data.json,dino-buddy-doll__dino-buddy-doll.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
YoYo,yoyo,https://buddy.farm/i/yoyo/,https://buddy.farm/page-data/i/yoyo/page-data.json,yoyo__yoyo.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Shinefish,shinefish,https://buddy.farm/i/shinefish/,https://buddy.farm/page-data/i/shinefish/page-data.json,shinefish__shinefish.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gold Boot,gold boot,https://buddy.farm/i/gold-boot/,https://buddy.farm/page-data/i/gold-boot/page-data.json,gold-boot__gold-boot.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bunny Ears,bunny ears,https://buddy.farm/i/bunny-ears/,https://buddy.farm/page-data/i/bunny-ears/page-data.json,bunny-ears__bunny-ears.json,skip_fresh,200,sources_blank,2026-06-04T22:11:27.866Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Snow Shoes,snow shoes,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Egg Basket,egg basket,https://buddy.farm/i/egg-basket/,https://buddy.farm/page-data/i/egg-basket/page-data.json,egg-basket__egg-basket.json,skip_fresh,200,sources_present,2026-06-04T22:11:27.866Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Spooky Pie,spooky pie,https://buddy.farm/i/spooky-pie/,https://buddy.farm/page-data/i/spooky-pie/page-data.json,spooky-pie__spooky-pie.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gold Apple,gold apple,https://buddy.farm/i/gold-apple/,https://buddy.farm/page-data/i/gold-apple/page-data.json,gold-apple__gold-apple.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Eggplant,eggplant,https://buddy.farm/i/eggplant/,https://buddy.farm/page-data/i/eggplant/page-data.json,eggplant__eggplant.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Odthorin's Charm,odthorin's charm,https://buddy.farm/i/odthorin-s-charm/,https://buddy.farm/page-data/i/odthorin-s-charm/page-data.json,odthorin-s-charm__odthorin-s-charm.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Drum,drum,https://buddy.farm/i/drum/,https://buddy.farm/page-data/i/drum/page-data.json,drum__drum.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bug Bag 01,bug bag 01,https://buddy.farm/i/bug-bag-01/,https://buddy.farm/page-data/i/bug-bag-01/page-data.json,bug-bag-01__bug-bag-01.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Onyx Scorpion,onyx scorpion,https://buddy.farm/i/onyx-scorpion/,https://buddy.farm/page-data/i/onyx-scorpion/page-data.json,onyx-scorpion__onyx-scorpion.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Winter Basket,winter basket,https://buddy.farm/i/winter-basket/,https://buddy.farm/page-data/i/winter-basket/page-data.json,winter-basket__winter-basket.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Peas,peas,https://buddy.farm/i/peas/,https://buddy.farm/page-data/i/peas/page-data.json,peas__peas.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Blue Diamond Fish,blue diamond fish,https://buddy.farm/i/blue-diamond-fish/,https://buddy.farm/page-data/i/blue-diamond-fish/page-data.json,blue-diamond-fish__blue-diamond-fish.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Thank You Card,thank you card,https://buddy.farm/i/thank-you-card/,https://buddy.farm/page-data/i/thank-you-card/page-data.json,thank-you-card__thank-you-card.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Aquamarine Ring,aquamarine ring,https://buddy.farm/i/aquamarine-ring/,https://buddy.farm/page-data/i/aquamarine-ring/page-data.json,aquamarine-ring__aquamarine-ring.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Shrimp,shrimp,https://buddy.farm/i/shrimp/,https://buddy.farm/page-data/i/shrimp/page-data.json,shrimp__shrimp.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Jade Charm,jade charm,https://buddy.farm/i/jade-charm/,https://buddy.farm/page-data/i/jade-charm/page-data.json,jade-charm__jade-charm.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Egg of Water,egg of water,https://buddy.farm/i/egg-of-water/,https://buddy.farm/page-data/i/egg-of-water/page-data.json,egg-of-water__egg-of-water.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Eggypalchi,eggypalchi,https://buddy.farm/i/eggypalchi/,https://buddy.farm/page-data/i/eggypalchi/page-data.json,eggypalchi__eggypalchi.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe new item; cache Buddy page evidence when available.; Cached evidence is newer than 30 days.
Tea Leaves,tea leaves,https://buddy.farm/i/tea-leaves/,https://buddy.farm/page-data/i/tea-leaves/page-data.json,tea-leaves__tea-leaves.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Bat Wing,bat wing,https://buddy.farm/i/bat-wing/,https://buddy.farm/page-data/i/bat-wing/page-data.json,bat-wing__bat-wing.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Event Token Purse,event token purse,https://buddy.farm/i/event-token-purse/,https://buddy.farm/page-data/i/event-token-purse/page-data.json,event-token-purse__event-token-purse.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Corn Prize Bag,corn prize bag,https://buddy.farm/i/corn-prize-bag/,https://buddy.farm/page-data/i/corn-prize-bag/page-data.json,corn-prize-bag__corn-prize-bag.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Belt of Menace,belt of menace,https://buddy.farm/i/belt-of-menace/,https://buddy.farm/page-data/i/belt-of-menace/page-data.json,belt-of-menace__belt-of-menace.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Coderanger's Missing Semicolon,coderanger's missing semicolon,https://buddy.farm/i/coderanger-s-missing-semicolon/,https://buddy.farm/page-data/i/coderanger-s-missing-semicolon/page-data.json,coderanger-s-missing-semicolon__coderanger-s-missing-semicolon.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Globber,globber,https://buddy.farm/i/globber/,https://buddy.farm/page-data/i/globber/page-data.json,globber__globber.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Flying Machine,flying machine,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,skip_fresh,200,sources_present,2026-06-04T22:25:43.956Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Trigon Knot,trigon knot,https://buddy.farm/i/trigon-knot/,https://buddy.farm/page-data/i/trigon-knot/page-data.json,trigon-knot__trigon-knot.json,skip_fresh,200,sources_blank,2026-06-04T22:25:43.956Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Egg of Ages,egg of ages,https://buddy.farm/i/egg-of-ages/,https://buddy.farm/page-data/i/egg-of-ages/page-data.json,egg-of-ages__egg-of-ages.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Grab Bag 01,grab bag 01,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Hot Cocoa,hot cocoa,https://buddy.farm/i/hot-cocoa/,https://buddy.farm/page-data/i/hot-cocoa/page-data.json,hot-cocoa__hot-cocoa.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Purple Shirt,purple shirt,https://buddy.farm/i/purple-shirt/,https://buddy.farm/page-data/i/purple-shirt/page-data.json,purple-shirt__purple-shirt.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Gold Mittens,gold mittens,https://buddy.farm/i/gold-mittens/,https://buddy.farm/page-data/i/gold-mittens/page-data.json,gold-mittens__gold-mittens.json,skip_fresh,200,sources_blank,2026-06-04T22:27:48.571Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
White Parchment,white parchment,https://buddy.farm/i/white-parchment/,https://buddy.farm/page-data/i/white-parchment/page-data.json,white-parchment__white-parchment.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Tie Dye Scarf,tie dye scarf,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,tie-dye-scarf__tie-dye-scarf.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
We Know Card,we know card,https://buddy.farm/i/we-know-card/,https://buddy.farm/page-data/i/we-know-card/page-data.json,we-know-card__we-know-card.json,skip_fresh,200,sources_blank,2026-06-04T22:27:48.571Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Supply Voucher,supply voucher,https://buddy.farm/i/supply-voucher/,https://buddy.farm/page-data/i/supply-voucher/page-data.json,supply-voucher__supply-voucher.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Parade Balloon Buddy Doll,parade balloon buddy doll,https://buddy.farm/i/parade-balloon-buddy-doll/,https://buddy.farm/page-data/i/parade-balloon-buddy-doll/page-data.json,parade-balloon-buddy-doll__parade-balloon-buddy-doll.json,skip_fresh,200,sources_blank,2026-06-04T22:27:48.571Z,sources_blank,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Egg 08,egg 08,https://buddy.farm/i/egg-08/,https://buddy.farm/page-data/i/egg-08/page-data.json,egg-08__egg-08.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Fruit Punch,fruit punch,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
Y73841 Detector,y73841 detector,https://buddy.farm/i/y73841-detector/,https://buddy.farm/page-data/i/y73841-detector/page-data.json,y73841-detector__y73841-detector.json,skip_fresh,200,sources_present,2026-06-04T22:27:48.571Z,,BL-248 current museum universe item; refresh Buddy page evidence for parsing work.; Cached evidence is newer than 30 days.
