"questline_key","questline_name","quest_count_from_item_cache","buddy_url","http_status","fetch_timestamp_utc","wait_seconds","total_request_silver","parse_status","raw_body","raw_headers","sha256"
"a captain's voyage","A Captain?s Voyage","7","https://buddy.farm/ql/a-captain-s-voyage/","200","2026-08-27T19:33:57.8922410Z","7","","parsed_no_silver_total","raw/questlines/a-captain-s-voyage.html","raw/questlines/a-captain-s-voyage-headers.txt","F8C9F8A79A091F0B335116BFBD9F484C337D4A8BB1C949DE0984F3E5A6EEE97A"
"a celebration of freedom","A Celebration of Freedom","5","https://buddy.farm/ql/a-celebration-of-freedom/","200","2026-08-27T19:34:05.2234564Z","9","","parsed_no_silver_total","raw/questlines/a-celebration-of-freedom.html","raw/questlines/a-celebration-of-freedom-headers.txt","EFBC256C5BDA48BBF2D637C6058C65820BACA4F19DC268F68A024848FE482159"
"a cog in the wheel","A Cog In The Wheel","1","https://buddy.farm/ql/a-cog-in-the-wheel/","404","2026-08-27T19:34:14.7043379Z","7","","not_found","raw/questlines/a-cog-in-the-wheel.html","raw/questlines/a-cog-in-the-wheel-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a cold start","A Cold Start","2","https://buddy.farm/ql/a-cold-start/","200","2026-08-27T19:34:21.9920740Z","8","","parsed_no_silver_total","raw/questlines/a-cold-start.html","raw/questlines/a-cold-start-headers.txt","3123022C9D0BFC876C8EA043D48C51D2130206CC7A16566D95A7FE2CB24B6EB5"
"a difficult option requires bravery sometimes","A Difficult Option Requires Bravery Sometimes","13","https://buddy.farm/ql/a-difficult-option-requires-bravery-sometimes/","200","2026-08-27T19:34:30.4416136Z","9","","parsed_no_silver_total","raw/questlines/a-difficult-option-requires-bravery-sometimes.html","raw/questlines/a-difficult-option-requires-bravery-sometimes-headers.txt","93C31029650B42DEA2A9F3D7E968396E5D2E3B9B71771E17D150137C54B3FEF4"
"a feathery thanks","A Feathery Thanks","1","https://buddy.farm/ql/a-feathery-thanks/","404","2026-08-27T19:34:39.7686264Z","7","","not_found","raw/questlines/a-feathery-thanks.html","raw/questlines/a-feathery-thanks-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a few of his favorite things","A Few Of His Favorite Things","1","https://buddy.farm/ql/a-few-of-his-favorite-things/","404","2026-08-27T19:34:47.0203496Z","10","","not_found","raw/questlines/a-few-of-his-favorite-things.html","raw/questlines/a-few-of-his-favorite-things-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a fool and their money","A Fool And Their Money","1","https://buddy.farm/ql/a-fool-and-their-money/","200","2026-08-27T19:34:57.4115354Z","7","5000000000000","parsed_silver_total","raw/questlines/a-fool-and-their-money.html","raw/questlines/a-fool-and-their-money-headers.txt","2356B44C9B57954A6C514CA125D72A45BD69D56FE841AFB4CAAC8BF1E124656C"
"a game of thanks","A Game Of Thanks","4","https://buddy.farm/ql/a-game-of-thanks/","200","2026-08-27T19:35:04.7441925Z","10","","parsed_no_silver_total","raw/questlines/a-game-of-thanks.html","raw/questlines/a-game-of-thanks-headers.txt","6E9EA74C749C7C2218F32E40C7D3EE8FF51980951422153D2194C895B8FC198D"
"a great way to unwind","A Great Way To Unwind","2","https://buddy.farm/ql/a-great-way-to-unwind/","200","2026-08-27T19:35:15.2247922Z","6","","parsed_no_silver_total","raw/questlines/a-great-way-to-unwind.html","raw/questlines/a-great-way-to-unwind-headers.txt","4CCD287BC4513C7A582A1350F23CB09445FCE4FD62894CA85E6729081D97A013"
"a horse of a different color","A Horse Of A Different Color","7","https://buddy.farm/ql/a-horse-of-a-different-color/","200","2026-08-27T19:35:21.8843351Z","10","","parsed_no_silver_total","raw/questlines/a-horse-of-a-different-color.html","raw/questlines/a-horse-of-a-different-color-headers.txt","829353E8566E4CA725C7D09F85595700E6EF5BBF47A017D381ACEC2E999E3559"
"a horse, afraid","A Horse, Afraid","1","https://buddy.farm/ql/a-horse-afraid/","404","2026-08-27T19:35:32.2631448Z","6","","not_found","raw/questlines/a-horse-afraid.html","raw/questlines/a-horse-afraid-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a little cheer","A Little Cheer","3","https://buddy.farm/ql/a-little-cheer/","200","2026-08-27T19:35:38.6170768Z","7","","parsed_no_silver_total","raw/questlines/a-little-cheer.html","raw/questlines/a-little-cheer-headers.txt","E3802F779B0EF26FEC60C606F8B4D7A336D057D592276716A9C2FA31B60F1ED5"
"a little gardening","A Little Gardening","3","https://buddy.farm/ql/a-little-gardening/","200","2026-08-27T19:35:46.0978631Z","6","","parsed_no_silver_total","raw/questlines/a-little-gardening.html","raw/questlines/a-little-gardening-headers.txt","12EE737E52D284C0F1DD6FFE18ED42D33F2CB6229BA6C56AF2AF9281500A65F2"
"a little luckier","A Little Luckier","2","https://buddy.farm/ql/a-little-luckier/","200","2026-08-27T19:35:52.6534771Z","8","","parsed_no_silver_total","raw/questlines/a-little-luckier.html","raw/questlines/a-little-luckier-headers.txt","3F1E33315F43DACABC0482F07A078C3FB43BB6AD0F392FE44CCD27C1E575E58E"
"a lot of trees","A Lot Of Trees","19","https://buddy.farm/ql/a-lot-of-trees/","200","2026-08-27T19:36:01.0421717Z","6","","parsed_no_silver_total","raw/questlines/a-lot-of-trees.html","raw/questlines/a-lot-of-trees-headers.txt","34752EBF36656709774B8B8890C9675B1643FD053C647068A460025ABB47C416"
"a moo hope","A Moo Hope","9","https://buddy.farm/ql/a-moo-hope/","200","2026-08-27T19:36:08.0117617Z","9","","parsed_no_silver_total","raw/questlines/a-moo-hope.html","raw/questlines/a-moo-hope-headers.txt","D955C0D942C51BF3026768D33B761A3603851D9D382A90654DD2AFD62261B127"
"a new town hall","A New Town Hall","1","https://buddy.farm/ql/a-new-town-hall/","404","2026-08-27T19:36:17.5691097Z","6","","not_found","raw/questlines/a-new-town-hall.html","raw/questlines/a-new-town-hall-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a new year","A New Year","4","https://buddy.farm/ql/a-new-year/","200","2026-08-27T19:36:23.9996084Z","8","","parsed_no_silver_total","raw/questlines/a-new-year.html","raw/questlines/a-new-year-headers.txt","6BBF522D60BA436D13A1E40E48DF03AA1BBD88FDBA7D94CFF6CC55534D9A7F74"
"a new year extra","A New Year Extra","1","https://buddy.farm/ql/a-new-year-extra/","404","2026-08-27T19:36:32.4789746Z","9","","not_found","raw/questlines/a-new-year-extra.html","raw/questlines/a-new-year-extra-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a pearl jam","A Pearl Jam","9","https://buddy.farm/ql/a-pearl-jam/","200","2026-08-27T19:36:41.7720028Z","8","","parsed_no_silver_total","raw/questlines/a-pearl-jam.html","raw/questlines/a-pearl-jam-headers.txt","78FEAE1186D7E2641090522E4B45210DEDCDFF77460B16EA0D04075F2AD2F5E4"
"a peg leg","A Peg Leg","1","https://buddy.farm/ql/a-peg-leg/","404","2026-08-27T19:36:50.3992349Z","8","","not_found","raw/questlines/a-peg-leg.html","raw/questlines/a-peg-leg-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a pinata trouble","A Pinata Trouble","8","https://buddy.farm/ql/a-pinata-trouble/","200","2026-08-27T19:36:58.6923857Z","10","","parsed_no_silver_total","raw/questlines/a-pinata-trouble.html","raw/questlines/a-pinata-trouble-headers.txt","AB1A111610316D53181072DF1A01FA344E9862F8DFC6D53F4382D9EDC18ECAD6"
"a real gem","A Real Gem","1","https://buddy.farm/ql/a-real-gem/","200","2026-08-27T19:37:09.1805111Z","10","","parsed_no_silver_total","raw/questlines/a-real-gem.html","raw/questlines/a-real-gem-headers.txt","33552E3093DB909AC915DB675B62ADF9763B761B916713E37C554929472B0A74"
"a ring for every finger","A Ring for Every Finger","1","https://buddy.farm/ql/a-ring-for-every-finger/","404","2026-08-27T19:37:19.6383797Z","6","","not_found","raw/questlines/a-ring-for-every-finger.html","raw/questlines/a-ring-for-every-finger-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a slime covered wish","A Slime Covered Wish","2","https://buddy.farm/ql/a-slime-covered-wish/","200","2026-08-27T19:37:25.9271702Z","6","","parsed_no_silver_total","raw/questlines/a-slime-covered-wish.html","raw/questlines/a-slime-covered-wish-headers.txt","9426264FC894E0AA97B48F3A2B1ACDEA87B0174C64F9ED3DB07A9A10544D197C"
"a small gift","A Small Gift","5","https://buddy.farm/ql/a-small-gift/","200","2026-08-27T19:37:32.4984949Z","6","","parsed_no_silver_total","raw/questlines/a-small-gift.html","raw/questlines/a-small-gift-headers.txt","744F82BB1A1C115F02EA3C65F39142E6B1FF85C4C81BC3AC1CCD7D97786B2331"
"a study of color","A Study of Color","16","https://buddy.farm/ql/a-study-of-color/","200","2026-08-27T19:37:38.8024042Z","8","","parsed_no_silver_total","raw/questlines/a-study-of-color.html","raw/questlines/a-study-of-color-headers.txt","A5B364DE3663E6A7D054FDEC278A4698E11E11379AFBA695DAD105B5A077FB4C"
"a study of spuds","A Study of Spuds","8","https://buddy.farm/ql/a-study-of-spuds/","200","2026-08-27T19:37:48.2273462Z","6","","parsed_no_silver_total","raw/questlines/a-study-of-spuds.html","raw/questlines/a-study-of-spuds-headers.txt","46839184AB08E13E4BC3C7DD611D836CFC4DEBB75FCD256605EEA862788EDD45"
"a taste for gold","A Taste for Gold","1","https://buddy.farm/ql/a-taste-for-gold/","404","2026-08-27T19:37:54.7110807Z","8","","not_found","raw/questlines/a-taste-for-gold.html","raw/questlines/a-taste-for-gold-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"a tower divided","A Tower Divided","3","https://buddy.farm/ql/a-tower-divided/","200","2026-08-27T19:38:03.0189505Z","10","","parsed_no_silver_total","raw/questlines/a-tower-divided.html","raw/questlines/a-tower-divided-headers.txt","00951D2DD3AA5445EEFF04C5506EB7DD9795B275751C8CA64F2CD425E7DAA895"
"a tower redecorated","A Tower Redecorated","3","https://buddy.farm/ql/a-tower-redecorated/","200","2026-08-27T19:38:13.6855571Z","8","","parsed_no_silver_total","raw/questlines/a-tower-redecorated.html","raw/questlines/a-tower-redecorated-headers.txt","76ADB0BB5E324F2FA0808B66C41AF91AE7084F414453B3EF8D8BF5969B44133B"
"a tower remade","A Tower Remade","2","https://buddy.farm/ql/a-tower-remade/","200","2026-08-27T19:38:22.1381850Z","6","","parsed_no_silver_total","raw/questlines/a-tower-remade.html","raw/questlines/a-tower-remade-headers.txt","E48E0DCB3DDEF517305C8657206015EA9B3DFAC7B706E9E82B8E3E526D926FFD"
"a towering investment","A Towering Investment","18","https://buddy.farm/ql/a-towering-investment/","200","2026-08-27T19:38:28.6060536Z","6","10737418235","parsed_silver_total","raw/questlines/a-towering-investment.html","raw/questlines/a-towering-investment-headers.txt","D8EB00B1F2C562AB84F867EB095037FD73E6E34D252383BF3209D4D26D82104F"
"a wall in the way","A Wall In The Way","15","https://buddy.farm/ql/a-wall-in-the-way/","200","2026-08-27T19:38:34.9448308Z","10","","parsed_no_silver_total","raw/questlines/a-wall-in-the-way.html","raw/questlines/a-wall-in-the-way-headers.txt","50A655BEA508404E32C0C65C75591D1D92698CD22A8D03DB8C125F1037A679B8"
"a way back","A Way Back","33","https://buddy.farm/ql/a-way-back/","200","2026-08-27T19:38:45.3900528Z","8","","parsed_no_silver_total","raw/questlines/a-way-back.html","raw/questlines/a-way-back-headers.txt","3689B992E660E6E03C63D139259063B2030B7769234741F4F726FB4E315544A2"
"a way forward","A Way Forward","11","https://buddy.farm/ql/a-way-forward/","200","2026-08-27T19:38:54.2797328Z","9","","parsed_no_silver_total","raw/questlines/a-way-forward.html","raw/questlines/a-way-forward-headers.txt","4B7321691479F80749EC7E547C35578EAFDE37F96B806D3DCD3098C75AA3518B"
"a way to say thanks","A Way to Say Thanks","1","https://buddy.farm/ql/a-way-to-say-thanks/","404","2026-08-27T19:39:03.8330843Z","9","","not_found","raw/questlines/a-way-to-say-thanks.html","raw/questlines/a-way-to-say-thanks-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"acorns a callin","Acorns A Callin","1","https://buddy.farm/ql/acorns-a-callin/","404","2026-08-27T19:39:13.6789078Z","7","","not_found","raw/questlines/acorns-a-callin.html","raw/questlines/acorns-a-callin-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"air of celebration","Air of Celebration","2","https://buddy.farm/ql/air-of-celebration/","200","2026-08-27T19:39:21.0255094Z","8","","parsed_no_silver_total","raw/questlines/air-of-celebration.html","raw/questlines/air-of-celebration-headers.txt","9EDA89C6B0B5F710A53E99578FC13B3D4FDAEC533C3FBA6D2D936F0E7C46FBBE"
"always be corn-ing","Always Be Corn-ing","7","https://buddy.farm/ql/always-be-corn-ing/","200","2026-08-27T19:39:29.4874530Z","9","","parsed_no_silver_total","raw/questlines/always-be-corn-ing.html","raw/questlines/always-be-corn-ing-headers.txt","351F9CDF85E90C1826BEE7E0D9314B02B90A75CCCC13EE503EDCA27F6AEBE5BC"
"an apple a day...","An Apple a Day...","1","https://buddy.farm/ql/an-apple-a-day/","404","2026-08-27T19:39:38.9768767Z","10","","not_found","raw/questlines/an-apple-a-day.html","raw/questlines/an-apple-a-day-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"an exchange of prisoners","An Exchange of Prisoners","1","https://buddy.farm/ql/an-exchange-of-prisoners/","404","2026-08-27T19:39:49.2160519Z","7","","not_found","raw/questlines/an-exchange-of-prisoners.html","raw/questlines/an-exchange-of-prisoners-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"an interesting lunch","An Interesting Lunch","2","https://buddy.farm/ql/an-interesting-lunch/","200","2026-08-27T19:39:56.4810855Z","8","","parsed_no_silver_total","raw/questlines/an-interesting-lunch.html","raw/questlines/an-interesting-lunch-headers.txt","8EF5E34905F2FC580C51D969361C5C179520CFEE08BB8E754E40E2A88447D774"
"an owl's best friend","An Owl's Best Friend","1","https://buddy.farm/ql/an-owls-best-friend/","404","2026-08-27T19:40:04.8221729Z","6","","not_found","raw/questlines/an-owls-best-friend.html","raw/questlines/an-owls-best-friend-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"another lot of trees","Another Lot Of Trees","9","https://buddy.farm/ql/another-lot-of-trees/","200","2026-08-27T19:40:11.0597456Z","10","","parsed_no_silver_total","raw/questlines/another-lot-of-trees.html","raw/questlines/another-lot-of-trees-headers.txt","86A9C063B5E579C3676BAA999A6DB7DAFD7A18808BCBEEBFE408DADD8B047BC2"
"april trout brings may flowers","April Trout Brings May Flowers","24","https://buddy.farm/ql/april-trout-brings-may-flowers/","200","2026-08-27T19:40:21.5958331Z","6","","parsed_no_silver_total","raw/questlines/april-trout-brings-may-flowers.html","raw/questlines/april-trout-brings-may-flowers-headers.txt","E6AC0D08E793FCEF047BE57CA6B0F5043C8C3DF793A70595A225B4813F72B131"
"archeology requires knowhow","Archeology Requires Knowhow","17","https://buddy.farm/ql/archeology-requires-knowhow/","200","2026-08-27T19:40:28.0953271Z","6","","parsed_no_silver_total","raw/questlines/archeology-requires-knowhow.html","raw/questlines/archeology-requires-knowhow-headers.txt","BF94FF8E2B44038331983B0BFBF2F66ACD9215C2A970B5F0ED53C7052B51BE1F"
"archery practice","Archery Practice","1","https://buddy.farm/ql/archery-practice/","404","2026-08-27T19:40:34.4297930Z","8","","not_found","raw/questlines/archery-practice.html","raw/questlines/archery-practice-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"art of gaming","Art Of Gaming","2","https://buddy.farm/ql/art-of-gaming/","200","2026-08-27T19:40:42.7324453Z","8","","parsed_no_silver_total","raw/questlines/art-of-gaming.html","raw/questlines/art-of-gaming-headers.txt","78F3A37FA538A6B9DCAF782EA754A92A21C4DAE32F0AF2E17A9D1E41C7D8F4F3"
"artistic rosalie","Artistic Rosalie","6","https://buddy.farm/ql/artistic-rosalie/","200","2026-08-27T19:40:51.1759236Z","7","","parsed_no_silver_total","raw/questlines/artistic-rosalie.html","raw/questlines/artistic-rosalie-headers.txt","68F85EAC22DBCAC2D8F14F3FC8A872682CA7DEEB7EC9C8710E2DD8C9EA6705EB"
"as the horse clops","As The Horse Clops","1","https://buddy.farm/ql/as-the-horse-clops/","200","2026-08-27T19:40:58.6803686Z","7","","parsed_no_silver_total","raw/questlines/as-the-horse-clops.html","raw/questlines/as-the-horse-clops-headers.txt","11EF3E8959FA8F97179290F98D69425FCE817919807A256F4A0583011C0BC23A"
"augment redbrook through masonry","Augment Redbrook Through Masonry","1","https://buddy.farm/ql/augment-redbrook-through-masonry/","200","2026-08-27T19:41:06.1335537Z","6","","parsed_no_silver_total","raw/questlines/augment-redbrook-through-masonry.html","raw/questlines/augment-redbrook-through-masonry-headers.txt","43CFA3ED11FFC50A0FDF986BEA3BEF2D0D7E79DF87EF8E030831F586E0017736"
"bad dirt","Bad Dirt","3","https://buddy.farm/ql/bad-dirt/","200","2026-08-27T19:41:12.6827949Z","10","","ambiguous_missing_total_request","raw/questlines/bad-dirt.html","raw/questlines/bad-dirt-headers.txt","1A7F0F2202C936355396C90AA1F9323EC793ADBE7544093A32512979BAB24DC4"
"bad luck tempering","Bad Luck Tempering","1","https://buddy.farm/ql/bad-luck-tempering/","404","2026-08-27T19:41:23.2142866Z","9","","not_found","raw/questlines/bad-luck-tempering.html","raw/questlines/bad-luck-tempering-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"baited and outsmarted","Baited And Outsmarted","7","https://buddy.farm/ql/baited-and-outsmarted/","200","2026-08-27T19:41:32.5041916Z","6","","parsed_no_silver_total","raw/questlines/baited-and-outsmarted.html","raw/questlines/baited-and-outsmarted-headers.txt","A1DE077E5FF96502C6FD1482514DE59D70857DC12FE5372D74C8AFDA4A9013D3"
"banana stand","Banana Stand","3","https://buddy.farm/ql/banana-stand/","200","2026-08-27T19:41:39.0376204Z","9","","parsed_no_silver_total","raw/questlines/banana-stand.html","raw/questlines/banana-stand-headers.txt","016A40FC7FAA0D06F39594D3E57EFFA785C7C8E1AFC8E0A17A4F58ADB8C3B5E8"
"be mine","Be Mine","11","https://buddy.farm/ql/be-mine/","200","2026-08-27T19:41:48.3611544Z","10","","parsed_no_silver_total","raw/questlines/be-mine.html","raw/questlines/be-mine-headers.txt","1BD030A12896324849371A3EC20305BD3F403990A23FFB2532CDF00A9F95A15F"
"beach bum","Beach Bum","4","https://buddy.farm/ql/beach-bum/","200","2026-08-27T19:41:58.8093829Z","9","","parsed_no_silver_total","raw/questlines/beach-bum.html","raw/questlines/beach-bum-headers.txt","29AE994DFE29E6F51D389D351C3917DF0960287B1C915167FEF744DE2CF06CAB"
"beach bum hard mode","Beach Bum Hard Mode","1","https://buddy.farm/ql/beach-bum-hard-mode/","404","2026-08-27T19:42:08.3042772Z","9","","not_found","raw/questlines/beach-bum-hard-mode.html","raw/questlines/beach-bum-hard-mode-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"beaches are like deserts","Beaches Are Like Deserts","2","https://buddy.farm/ql/beaches-are-like-deserts/","200","2026-08-27T19:42:17.5305725Z","8","","parsed_no_silver_total","raw/questlines/beaches-are-like-deserts.html","raw/questlines/beaches-are-like-deserts-headers.txt","509B3F1DC4C15F56F3B830D28CE3E4179E66A0A2AD465E142AD8FDC7A07C0061"
"bearly hygienic enough","Bearly Hygienic Enough","2","https://buddy.farm/ql/bearly-hygienic-enough/","200","2026-08-27T19:42:26.6192570Z","7","","parsed_no_silver_total","raw/questlines/bearly-hygienic-enough.html","raw/questlines/bearly-hygienic-enough-headers.txt","F6701699CFD23A3B2C548E1E24B029C34B3E759A94820155AC6F4BC43E0CC9C0"
"befriending buddy","Befriending Buddy","4","https://buddy.farm/ql/befriending-buddy/","200","2026-08-27T19:42:34.0729333Z","9","","parsed_no_silver_total","raw/questlines/befriending-buddy.html","raw/questlines/befriending-buddy-headers.txt","5F0296571BFD158E5DA96C2DFE4E7BFAD150B841CAF2B2FE64A9BE58A266CE92"
"belt out of shape","Belt out of Shape","6","https://buddy.farm/ql/belt-out-of-shape/","200","2026-08-27T19:42:43.4190635Z","8","","parsed_no_silver_total","raw/questlines/belt-out-of-shape.html","raw/questlines/belt-out-of-shape-headers.txt","F6ECDCC319F1D6D8F10C792FBA7ACE25FBF001A789B7743CAFC170278BBE4B6D"
"best served thawed","Best Served Thawed","3","https://buddy.farm/ql/best-served-thawed/","200","2026-08-27T19:42:51.9044540Z","7","","parsed_no_silver_total","raw/questlines/best-served-thawed.html","raw/questlines/best-served-thawed-headers.txt","CAE0D531BC987690F727DC36942508ED5D8E6EA3D2789CD989F2C035DCA6196E"
"best stored frozen","Best Stored Frozen","7","https://buddy.farm/ql/best-stored-frozen/","200","2026-08-27T19:42:59.4734860Z","8","","parsed_no_silver_total","raw/questlines/best-stored-frozen.html","raw/questlines/best-stored-frozen-headers.txt","58E54A6BD64C03C87F3E018FBEB5BFA5B4BD314A42BB37D4D565E3D796994F2F"
"better late than never","Better Late Than Never","4","https://buddy.farm/ql/better-late-than-never/","200","2026-08-27T19:43:08.4427184Z","10","","parsed_no_silver_total","raw/questlines/better-late-than-never.html","raw/questlines/better-late-than-never-headers.txt","F2F2230E86FE5ED111165D13372286C8A913F2459DD433ECB877B73B5BBDFD4A"
