target_item_name,target_canonical_key,source_name,source_canonical_key,source_type,source_kind,row_kind,raw_rate,base_drop_rate,source_page_type,source_page_name,source_page_url,page_data_url,target_item_id,target_item_image,source_image,iron_depot,manual_fishing,runecube,flags,notes,cache_file_name,parser_version
Apple,apple,Small Spring,small spring,explore,location,item_source,71.98125032391563,0.3333333333333333,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/spring.png,true,,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Apple Bobbing,apple bobbing,fishing,location,item_source,1,,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/apple_bobbing.png,,false,false,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Apple Bobbing,apple bobbing,fishing,location,item_source,1,,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/apple_bobbing.png,,true,false,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Apple Bobbing,apple bobbing,fishing,location,item_source,1,,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/apple_bobbing.png,,false,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Apple Bobbing,apple bobbing,fishing,location,item_source,1,,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/apple_bobbing.png,,true,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Whispering Creek,whispering creek,explore,location,item_source,76.92841062621368,0.26666666666666666,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/creek.png,true,,false,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Whispering Creek,whispering creek,explore,location,item_source,71.46396310553799,0.26666666666666666,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/creek.png,false,,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Whispering Creek,whispering creek,explore,location,item_source,71.50338439819033,0.26666666666666666,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/creek.png,true,,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Small Spring,small spring,explore,location,item_source,84.79400427248723,0.3333333333333333,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/spring.png,true,,false,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Haunted House,haunted house,explore,location,item_source,39.84996885226809,0.375,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/hauntedhouse.png?1,true,,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Haunted House,haunted house,explore,location,item_source,45.014257422021096,0.375,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/hauntedhouse.png?1,false,,false,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Haunted House,haunted house,explore,location,item_source,45.0243049640253,0.375,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/hauntedhouse.png?1,true,,false,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Haunted House,haunted house,explore,location,item_source,39.8328553639645,0.375,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/hauntedhouse.png?1,false,,true,,,apple__apple.json,buddy-item-multi-source-v1
Apple,apple,Whispering Creek,whispering creek,explore,location,item_source,76.90897300064357,0.26666666666666666,item,Apple,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,44,/img/items/8297.png,/img/items/creek.png,false,,false,,,apple__apple.json,buddy-item-multi-source-v1
Aquamarine,aquamarine,Small Spring,small spring,explore,location,item_source,55.651864198320986,0.3333333333333333,item,Aquamarine,https://buddy.farm/i/aquamarine/,https://buddy.farm/page-data/i/aquamarine/page-data.json,41,/img/items/6146.PNG,/img/items/spring.png,false,,false,,,aquamarine__aquamarine.json,buddy-item-multi-source-v1
Aquamarine,aquamarine,Small Spring,small spring,explore,location,item_source,55.62897550155548,0.3333333333333333,item,Aquamarine,https://buddy.farm/i/aquamarine/,https://buddy.farm/page-data/i/aquamarine/page-data.json,41,/img/items/6146.PNG,/img/items/spring.png,true,,false,,,aquamarine__aquamarine.json,buddy-item-multi-source-v1
Aquamarine,aquamarine,Small Spring,small spring,explore,location,item_source,42.08943752938369,0.3333333333333333,item,Aquamarine,https://buddy.farm/i/aquamarine/,https://buddy.farm/page-data/i/aquamarine/page-data.json,41,/img/items/6146.PNG,/img/items/spring.png,false,,true,,,aquamarine__aquamarine.json,buddy-item-multi-source-v1
Aquamarine,aquamarine,Small Spring,small spring,explore,location,item_source,42.087914076681656,0.3333333333333333,item,Aquamarine,https://buddy.farm/i/aquamarine/,https://buddy.farm/page-data/i/aquamarine/page-data.json,41,/img/items/6146.PNG,/img/items/spring.png,true,,true,,,aquamarine__aquamarine.json,buddy-item-multi-source-v1
Arrowhead,arrowhead,Forest,forest,explore,location,item_source,52.32319338913893,0.3333333333333333,item,Arrowhead,https://buddy.farm/i/arrowhead/,https://buddy.farm/page-data/i/arrowhead/page-data.json,108,/img/items/5910.png,/img/items/trees.png,true,,true,,,arrowhead__arrowhead.json,buddy-item-multi-source-v1
Arrowhead,arrowhead,Forest,forest,explore,location,item_source,59.781367582477365,0.3333333333333333,item,Arrowhead,https://buddy.farm/i/arrowhead/,https://buddy.farm/page-data/i/arrowhead/page-data.json,108,/img/items/5910.png,/img/items/trees.png,false,,false,,,arrowhead__arrowhead.json,buddy-item-multi-source-v1
Arrowhead,arrowhead,Forest,forest,explore,location,item_source,59.83077463701666,0.3333333333333333,item,Arrowhead,https://buddy.farm/i/arrowhead/,https://buddy.farm/page-data/i/arrowhead/page-data.json,108,/img/items/5910.png,/img/items/trees.png,true,,false,,,arrowhead__arrowhead.json,buddy-item-multi-source-v1
Arrowhead,arrowhead,Forest,forest,explore,location,item_source,52.31639560960808,0.3333333333333333,item,Arrowhead,https://buddy.farm/i/arrowhead/,https://buddy.farm/page-data/i/arrowhead/page-data.json,108,/img/items/5910.png,/img/items/trees.png,false,,true,,,arrowhead__arrowhead.json,buddy-item-multi-source-v1
Bacon,bacon,Mount Banon,mount banon,explore,location,item_source,16871.941960519656,0.3333333333333333,item,Bacon,https://buddy.farm/i/bacon/,https://buddy.farm/page-data/i/bacon/page-data.json,242,/img/items/bacon.png,/img/items/mountain.png,false,,false,,,bacon__bacon.json,buddy-item-multi-source-v1
Bacon,bacon,Mount Banon,mount banon,explore,location,item_source,13591.265346803788,0.3333333333333333,item,Bacon,https://buddy.farm/i/bacon/,https://buddy.farm/page-data/i/bacon/page-data.json,242,/img/items/bacon.png,/img/items/mountain.png,true,,false,,,bacon__bacon.json,buddy-item-multi-source-v1
Bacon,bacon,Mount Banon,mount banon,explore,location,item_source,14078.558355624384,0.3333333333333333,item,Bacon,https://buddy.farm/i/bacon/,https://buddy.farm/page-data/i/bacon/page-data.json,242,/img/items/bacon.png,/img/items/mountain.png,false,,true,,,bacon__bacon.json,buddy-item-multi-source-v1
Bacon,bacon,Mount Banon,mount banon,explore,location,item_source,11752.722714095433,0.3333333333333333,item,Bacon,https://buddy.farm/i/bacon/,https://buddy.farm/page-data/i/bacon/page-data.json,242,/img/items/bacon.png,/img/items/mountain.png,true,,true,,,bacon__bacon.json,buddy-item-multi-source-v1
Barracuda,barracuda,Large Island,large island,fishing,location,item_source,5.64772772711264,,item,Barracuda,https://buddy.farm/i/barracuda/,https://buddy.farm/page-data/i/barracuda/page-data.json,307,/img/items/7486.png,/img/items/largeisland.png,,true,true,,,barracuda__barracuda.json,buddy-item-multi-source-v1
Barracuda,barracuda,Large Island,large island,fishing,location,item_source,5.357271335989362,,item,Barracuda,https://buddy.farm/i/barracuda/,https://buddy.farm/page-data/i/barracuda/page-data.json,307,/img/items/7486.png,/img/items/largeisland.png,,false,false,,,barracuda__barracuda.json,buddy-item-multi-source-v1
Barracuda,barracuda,Large Island,large island,fishing,location,item_source,5.536478082412026,,item,Barracuda,https://buddy.farm/i/barracuda/,https://buddy.farm/page-data/i/barracuda/page-data.json,307,/img/items/7486.png,/img/items/largeisland.png,,true,false,,,barracuda__barracuda.json,buddy-item-multi-source-v1
Barracuda,barracuda,Large Island,large island,fishing,location,item_source,5.471525687882945,,item,Barracuda,https://buddy.farm/i/barracuda/,https://buddy.farm/page-data/i/barracuda/page-data.json,307,/img/items/7486.png,/img/items/largeisland.png,,false,true,,,barracuda__barracuda.json,buddy-item-multi-source-v1
Bat Wing,bat wing,Haunted House,haunted house,explore,location,item_source,587.350812893525,0.375,item,Bat Wing,https://buddy.farm/i/bat-wing/,https://buddy.farm/page-data/i/bat-wing/page-data.json,667,/img/items/5990.png,/img/items/hauntedhouse.png?1,false,,false,,,bat-wing__bat-wing.json,buddy-item-multi-source-v1
Bat Wing,bat wing,Haunted House,haunted house,explore,location,item_source,587.3081246003552,0.375,item,Bat Wing,https://buddy.farm/i/bat-wing/,https://buddy.farm/page-data/i/bat-wing/page-data.json,667,/img/items/5990.png,/img/items/hauntedhouse.png?1,true,,false,,,bat-wing__bat-wing.json,buddy-item-multi-source-v1
Bat Wing,bat wing,Haunted House,haunted house,explore,location,item_source,502.8960526431588,0.375,item,Bat Wing,https://buddy.farm/i/bat-wing/,https://buddy.farm/page-data/i/bat-wing/page-data.json,667,/img/items/5990.png,/img/items/hauntedhouse.png?1,false,,true,,,bat-wing__bat-wing.json,buddy-item-multi-source-v1
Bat Wing,bat wing,Haunted House,haunted house,explore,location,item_source,502.06001499904295,0.375,item,Bat Wing,https://buddy.farm/i/bat-wing/,https://buddy.farm/page-data/i/bat-wing/page-data.json,667,/img/items/5990.png,/img/items/hauntedhouse.png?1,true,,true,,,bat-wing__bat-wing.json,buddy-item-multi-source-v1
Beet,beet,Beet Seeds,beet seeds,farming,seed,item_source,1,,item,Beet,https://buddy.farm/i/beet/,https://buddy.farm/page-data/i/beet/page-data.json,450,/img/items/2850.png,/img/items/seeds_beet.png,,,false,,,beet__beet.json,buddy-item-multi-source-v1
Beet,beet,Beet Seeds,beet seeds,farming,seed,item_source,1,,item,Beet,https://buddy.farm/i/beet/,https://buddy.farm/page-data/i/beet/page-data.json,450,/img/items/2850.png,/img/items/seeds_beet.png,,,true,,,beet__beet.json,buddy-item-multi-source-v1
Bird Egg,bird egg,Forest,forest,explore,location,item_source,63.31304501979588,0.3333333333333333,item,Bird Egg,https://buddy.farm/i/bird-egg/,https://buddy.farm/page-data/i/bird-egg/page-data.json,111,/img/items/6067.PNG,/img/items/trees.png,true,,true,,,bird-egg__bird-egg.json,buddy-item-multi-source-v1
Bird Egg,bird egg,Forest,forest,explore,location,item_source,80.62944721794811,0.3333333333333333,item,Bird Egg,https://buddy.farm/i/bird-egg/,https://buddy.farm/page-data/i/bird-egg/page-data.json,111,/img/items/6067.PNG,/img/items/trees.png,false,,false,,,bird-egg__bird-egg.json,buddy-item-multi-source-v1
Bird Egg,bird egg,Forest,forest,explore,location,item_source,80.65116676698776,0.3333333333333333,item,Bird Egg,https://buddy.farm/i/bird-egg/,https://buddy.farm/page-data/i/bird-egg/page-data.json,111,/img/items/6067.PNG,/img/items/trees.png,true,,false,,,bird-egg__bird-egg.json,buddy-item-multi-source-v1
Bird Egg,bird egg,Forest,forest,explore,location,item_source,63.35296853004641,0.3333333333333333,item,Bird Egg,https://buddy.farm/i/bird-egg/,https://buddy.farm/page-data/i/bird-egg/page-data.json,111,/img/items/6067.PNG,/img/items/trees.png,false,,true,,,bird-egg__bird-egg.json,buddy-item-multi-source-v1
Blue Catfish,blue catfish,Crystal River,crystal river,fishing,location,item_source,11.638018520277152,,item,Blue Catfish,https://buddy.farm/i/blue-catfish/,https://buddy.farm/page-data/i/blue-catfish/page-data.json,89,/img/items/7842.PNG,/img/items/river.png,,true,true,,,blue-catfish__blue-catfish.json,buddy-item-multi-source-v1
Blue Catfish,blue catfish,Crystal River,crystal river,fishing,location,item_source,11.21890106600876,,item,Blue Catfish,https://buddy.farm/i/blue-catfish/,https://buddy.farm/page-data/i/blue-catfish/page-data.json,89,/img/items/7842.PNG,/img/items/river.png,,false,true,,,blue-catfish__blue-catfish.json,buddy-item-multi-source-v1
Blue Catfish,blue catfish,Crystal River,crystal river,fishing,location,item_source,14.69854820969478,,item,Blue Catfish,https://buddy.farm/i/blue-catfish/,https://buddy.farm/page-data/i/blue-catfish/page-data.json,89,/img/items/7842.PNG,/img/items/river.png,,false,false,,,blue-catfish__blue-catfish.json,buddy-item-multi-source-v1
Blue Catfish,blue catfish,Crystal River,crystal river,fishing,location,item_source,15.17800767400068,,item,Blue Catfish,https://buddy.farm/i/blue-catfish/,https://buddy.farm/page-data/i/blue-catfish/page-data.json,89,/img/items/7842.PNG,/img/items/river.png,,true,false,,,blue-catfish__blue-catfish.json,buddy-item-multi-source-v1
Blue Crab,blue crab,Small Island,small island,fishing,location,item_source,6.976335989270954,,item,Blue Crab,https://buddy.farm/i/blue-crab/,https://buddy.farm/page-data/i/blue-crab/page-data.json,57,/img/items/7825.PNG,/img/items/island.png,,false,true,,,blue-crab__blue-crab.json,buddy-item-multi-source-v1
Blue Crab,blue crab,Small Island,small island,fishing,location,item_source,7.117746749147116,,item,Blue Crab,https://buddy.farm/i/blue-crab/,https://buddy.farm/page-data/i/blue-crab/page-data.json,57,/img/items/7825.PNG,/img/items/island.png,,true,true,,,blue-crab__blue-crab.json,buddy-item-multi-source-v1
Blue Crab,blue crab,Small Island,small island,fishing,location,item_source,6.647787393654514,,item,Blue Crab,https://buddy.farm/i/blue-crab/,https://buddy.farm/page-data/i/blue-crab/page-data.json,57,/img/items/7825.PNG,/img/items/island.png,,false,false,,,blue-crab__blue-crab.json,buddy-item-multi-source-v1
Blue Crab,blue crab,Small Island,small island,fishing,location,item_source,6.755064795594779,,item,Blue Crab,https://buddy.farm/i/blue-crab/,https://buddy.farm/page-data/i/blue-crab/page-data.json,57,/img/items/7825.PNG,/img/items/island.png,,true,false,,,blue-crab__blue-crab.json,buddy-item-multi-source-v1
Blue Feathers,blue feathers,Misty Forest,misty forest,explore,location,item_source,19.395787596988637,0.3333333333333333,item,Blue Feathers,https://buddy.farm/i/blue-feathers/,https://buddy.farm/page-data/i/blue-feathers/page-data.json,171,/img/items/5963.png,/img/items/mistforest.png,false,,true,,,blue-feathers__blue-feathers.json,buddy-item-multi-source-v1
Blue Feathers,blue feathers,Misty Forest,misty forest,explore,location,item_source,19.39605470023624,0.3333333333333333,item,Blue Feathers,https://buddy.farm/i/blue-feathers/,https://buddy.farm/page-data/i/blue-feathers/page-data.json,171,/img/items/5963.png,/img/items/mistforest.png,true,,true,,,blue-feathers__blue-feathers.json,buddy-item-multi-source-v1
