input_item_name,input_canonical_key,output_item_name,output_canonical_key,quantity,output_can_craft,output_can_cook,source_url,page_data_url,cache_file_name,parser_version,flags,notes
Arrowhead,arrowhead,Wooden Spear,wooden spear,1,true,false,https://buddy.farm/i/arrowhead/,https://buddy.farm/page-data/i/arrowhead/page-data.json,arrowhead__arrowhead.json,buddy-item-multi-source-v1,,
Awl,awl,Bamboo Flute,bamboo flute,1,true,false,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,awl__awl.json,buddy-item-multi-source-v1,,
Awl,awl,Rucksack,rucksack,2,true,false,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,awl__awl.json,buddy-item-multi-source-v1,,
Awl,awl,Handsaw,handsaw,1,true,false,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,awl__awl.json,buddy-item-multi-source-v1,,
Awl,awl,Sewing Needle,sewing needle,1,true,false,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,awl__awl.json,buddy-item-multi-source-v1,,
Awl,awl,Leather Belt,leather belt,1,true,false,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,awl__awl.json,buddy-item-multi-source-v1,,
Awl,awl,Wooden Button,wooden button,1,true,false,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,awl__awl.json,buddy-item-multi-source-v1,,
Axe,axe,Tin Scraps,tin scraps,1,true,false,https://buddy.farm/i/axe/,https://buddy.farm/page-data/i/axe/page-data.json,axe__axe.json,buddy-item-multi-source-v1,,
Axe,axe,Block of Wood,block of wood,1,true,false,https://buddy.farm/i/axe/,https://buddy.farm/page-data/i/axe/page-data.json,axe__axe.json,buddy-item-multi-source-v1,,
Axe,axe,Spoon,spoon,1,true,false,https://buddy.farm/i/axe/,https://buddy.farm/page-data/i/axe/page-data.json,axe__axe.json,buddy-item-multi-source-v1,,
Bacon,bacon,Quandary Chowder,quandary chowder,2,false,true,https://buddy.farm/i/bacon/,https://buddy.farm/page-data/i/bacon/page-data.json,bacon__bacon.json,buddy-item-multi-source-v1,,
Bamboo,bamboo,Bamboo Rope,bamboo rope,4,true,false,https://buddy.farm/i/bamboo/,https://buddy.farm/page-data/i/bamboo/page-data.json,bamboo__bamboo.json,buddy-item-multi-source-v1,,
Bamboo,bamboo,Bamboo Flute,bamboo flute,2,true,false,https://buddy.farm/i/bamboo/,https://buddy.farm/page-data/i/bamboo/page-data.json,bamboo__bamboo.json,buddy-item-multi-source-v1,,
Bamboo,bamboo,Bamboo Fence,bamboo fence,35,true,false,https://buddy.farm/i/bamboo/,https://buddy.farm/page-data/i/bamboo/page-data.json,bamboo__bamboo.json,buddy-item-multi-source-v1,,
Bamboo,bamboo,Bamboo Trellis,bamboo trellis,20,true,false,https://buddy.farm/i/bamboo/,https://buddy.farm/page-data/i/bamboo/page-data.json,bamboo__bamboo.json,buddy-item-multi-source-v1,,
Bamboo,bamboo,Bamboo Chair,bamboo chair,30,true,false,https://buddy.farm/i/bamboo/,https://buddy.farm/page-data/i/bamboo/page-data.json,bamboo__bamboo.json,buddy-item-multi-source-v1,,
Basic Pillow,basic pillow,Bamboo Chair,bamboo chair,1,true,false,https://buddy.farm/i/basic-pillow/,https://buddy.farm/page-data/i/basic-pillow/page-data.json,basic-pillow__basic-pillow.json,buddy-item-multi-source-v1,,
Beet,beet,Veggie Juice,veggie juice,15,true,false,https://buddy.farm/i/beet/,https://buddy.farm/page-data/i/beet/page-data.json,beet__beet.json,buddy-item-multi-source-v1,,
Belt Drive,belt drive,Engine,engine,1,true,false,https://buddy.farm/i/belt-drive/,https://buddy.farm/page-data/i/belt-drive/page-data.json,belt-drive__belt-drive.json,buddy-item-multi-source-v1,,
Bird Egg,bird egg,Hickory Omelette,hickory omelette,500,false,true,https://buddy.farm/i/bird-egg/,https://buddy.farm/page-data/i/bird-egg/page-data.json,bird-egg__bird-egg.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Twine,black twine,1,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Purse,black purse,1,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Bag,black bag,1,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Shield,black shield,1,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Scarf,black scarf,1,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Shirt,black shirt,1,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Dye,black dye,Black Cloak,black cloak,10,true,false,https://buddy.farm/i/black-dye/,https://buddy.farm/page-data/i/black-dye/page-data.json,black-dye__black-dye.json,buddy-item-multi-source-v1,,
Black Powder,black powder,Explosive,explosive,2,true,false,https://buddy.farm/i/black-powder/,https://buddy.farm/page-data/i/black-powder/page-data.json,black-powder__black-powder.json,buddy-item-multi-source-v1,,
Black Powder,black powder,Bottle Rocket,bottle rocket,1,true,false,https://buddy.farm/i/black-powder/,https://buddy.farm/page-data/i/black-powder/page-data.json,black-powder__black-powder.json,buddy-item-multi-source-v1,,
Black Powder,black powder,Cannon,cannon,10,true,false,https://buddy.farm/i/black-powder/,https://buddy.farm/page-data/i/black-powder/page-data.json,black-powder__black-powder.json,buddy-item-multi-source-v1,,
Black Twine,black twine,Black Cloak,black cloak,10,true,false,https://buddy.farm/i/black-twine/,https://buddy.farm/page-data/i/black-twine/page-data.json,black-twine__black-twine.json,buddy-item-multi-source-v1,,
Block of Wood,block of wood,Grand Piano,grand piano,8,true,false,https://buddy.farm/i/block-of-wood/,https://buddy.farm/page-data/i/block-of-wood/page-data.json,block-of-wood__block-of-wood.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Blue Purse,blue purse,1,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Fancy Pan Flute,fancy pan flute,1,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Steel Vise,steel vise,2,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Blue Butterfly,blue butterfly,1,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Blue Shirt,blue shirt,1,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Tie Dye Scarf,tie dye scarf,1,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Propeller Hat,propeller hat,2,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Dye,blue dye,Blue Twine,blue twine,1,true,false,https://buddy.farm/i/blue-dye/,https://buddy.farm/page-data/i/blue-dye/page-data.json,blue-dye__blue-dye.json,buddy-item-multi-source-v1,,
Blue Feathers,blue feathers,Blue Parchment,blue parchment,3,true,false,https://buddy.farm/i/blue-feathers/,https://buddy.farm/page-data/i/blue-feathers/page-data.json,blue-feathers__blue-feathers.json,buddy-item-multi-source-v1,,
Blue Feathers,blue feathers,Blue Dye,blue dye,3,true,false,https://buddy.farm/i/blue-feathers/,https://buddy.farm/page-data/i/blue-feathers/page-data.json,blue-feathers__blue-feathers.json,buddy-item-multi-source-v1,,
Blue Feathers,blue feathers,Magus Hat,magus hat,10,true,false,https://buddy.farm/i/blue-feathers/,https://buddy.farm/page-data/i/blue-feathers/page-data.json,blue-feathers__blue-feathers.json,buddy-item-multi-source-v1,,
Blue Flowers,blue flowers,Bouquet of Flowers,bouquet of flowers,2,true,false,https://buddy.farm/i/blue-flowers/,https://buddy.farm/page-data/i/blue-flowers/page-data.json,blue-flowers__blue-flowers.json,buddy-item-multi-source-v1,,
Blue Gel,blue gel,Canoe,canoe,10,true,false,https://buddy.farm/i/blue-gel/,https://buddy.farm/page-data/i/blue-gel/page-data.json,blue-gel__blue-gel.json,buddy-item-multi-source-v1,,
Blue Gel,blue gel,Pear Grease,pear grease,5,true,false,https://buddy.farm/i/blue-gel/,https://buddy.farm/page-data/i/blue-gel/page-data.json,blue-gel__blue-gel.json,buddy-item-multi-source-v1,,
Blue Gel,blue gel,Frost Shield,frost shield,3,true,false,https://buddy.farm/i/blue-gel/,https://buddy.farm/page-data/i/blue-gel/page-data.json,blue-gel__blue-gel.json,buddy-item-multi-source-v1,,
Blue Parchment,blue parchment,Blue Diary,blue diary,1,true,false,https://buddy.farm/i/blue-parchment/,https://buddy.farm/page-data/i/blue-parchment/page-data.json,blue-parchment__blue-parchment.json,buddy-item-multi-source-v1,,
Blue Shell,blue shell,Seashell Necklace,seashell necklace,1,true,false,https://buddy.farm/i/blue-shell/,https://buddy.farm/page-data/i/blue-shell/page-data.json,blue-shell__blue-shell.json,buddy-item-multi-source-v1,,
Blue Twine,blue twine,Rucksack,rucksack,4,true,false,https://buddy.farm/i/blue-twine/,https://buddy.farm/page-data/i/blue-twine/page-data.json,blue-twine__blue-twine.json,buddy-item-multi-source-v1,,
Board,board,Wooden Barrel,wooden barrel,10,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Looking Glass,looking glass,3,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Magnifying Glass,magnifying glass,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Hammer,hammer,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Shovel,shovel,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Bucket,bucket,5,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Broom,broom,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Fire Ant Farm,fire ant farm,4,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Wooden Table,wooden table,8,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Explosive,explosive,3,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Ship Mast,ship mast,24,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Pitchfork,pitchfork,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Axe,axe,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Ladder,ladder,6,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Wooden Sword,wooden sword,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Wagon Wheel,wagon wheel,12,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Nailed Board,nailed board,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Cannon,cannon,12,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Pickaxe,pickaxe,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Canoe,canoe,4,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Machine Press,machine press,10,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Butter Churn,butter churn,1,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Wooden Plank,wooden plank,4,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Board,board,Bamboo Fence,bamboo fence,10,true,false,https://buddy.farm/i/board/,https://buddy.farm/page-data/i/board/page-data.json,board__board.json,buddy-item-multi-source-v1,,
Bone,bone,Bone Broth,bone broth,10,false,true,https://buddy.farm/i/bone/,https://buddy.farm/page-data/i/bone/page-data.json,bone__bone.json,buddy-item-multi-source-v1,,
Bone,bone,Sewing Needle,sewing needle,1,true,false,https://buddy.farm/i/bone/,https://buddy.farm/page-data/i/bone/page-data.json,bone__bone.json,buddy-item-multi-source-v1,,
Bone,bone,Spoon,spoon,1,true,false,https://buddy.farm/i/bone/,https://buddy.farm/page-data/i/bone/page-data.json,bone__bone.json,buddy-item-multi-source-v1,,
Bone,bone,Bone Pickaxe,bone pickaxe,1,true,false,https://buddy.farm/i/bone/,https://buddy.farm/page-data/i/bone/page-data.json,bone__bone.json,buddy-item-multi-source-v1,,
Bone,bone,Amber Cane,amber cane,1,true,false,https://buddy.farm/i/bone/,https://buddy.farm/page-data/i/bone/page-data.json,bone__bone.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Onion Soup,onion soup,1,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Cat's Meow,cat s meow,1,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Quandary Chowder,quandary chowder,1,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Shrimp-a-Plenty,shrimp a plenty,1,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Neigh,neigh,1,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Mushroom Stew,mushroom stew,1,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Bone Broth,bone broth,Cabbage Stew,cabbage stew,5,false,true,https://buddy.farm/i/bone-broth/,https://buddy.farm/page-data/i/bone-broth/page-data.json,bone-broth__bone-broth.json,buddy-item-multi-source-v1,,
Broken Pipe,broken pipe,Kill Switch,kill switch,1,true,false,https://buddy.farm/i/broken-pipe/,https://buddy.farm/page-data/i/broken-pipe/page-data.json,broken-pipe__broken-pipe.json,buddy-item-multi-source-v1,,
Broken Pipe,broken pipe,Valve,valve,1,true,false,https://buddy.farm/i/broken-pipe/,https://buddy.farm/page-data/i/broken-pipe/page-data.json,broken-pipe__broken-pipe.json,buddy-item-multi-source-v1,,
Broken Pipe,broken pipe,Steel Vise,steel vise,1,true,false,https://buddy.farm/i/broken-pipe/,https://buddy.farm/page-data/i/broken-pipe/page-data.json,broken-pipe__broken-pipe.json,buddy-item-multi-source-v1,,
Broken Pipe,broken pipe,Metal Spool,metal spool,1,true,false,https://buddy.farm/i/broken-pipe/,https://buddy.farm/page-data/i/broken-pipe/page-data.json,broken-pipe__broken-pipe.json,buddy-item-multi-source-v1,,
Broken Pipe,broken pipe,Control Box,control box,3,true,false,https://buddy.farm/i/broken-pipe/,https://buddy.farm/page-data/i/broken-pipe/page-data.json,broken-pipe__broken-pipe.json,buddy-item-multi-source-v1,,
Broken Pipe,broken pipe,Power Monitor,power monitor,1,true,false,https://buddy.farm/i/broken-pipe/,https://buddy.farm/page-data/i/broken-pipe/page-data.json,broken-pipe__broken-pipe.json,buddy-item-multi-source-v1,,
Brown Dye,brown dye,Brown Twine,brown twine,1,true,false,https://buddy.farm/i/brown-dye/,https://buddy.farm/page-data/i/brown-dye/page-data.json,brown-dye__brown-dye.json,buddy-item-multi-source-v1,,
Brown Dye,brown dye,Brown Bag,brown bag,1,true,false,https://buddy.farm/i/brown-dye/,https://buddy.farm/page-data/i/brown-dye/page-data.json,brown-dye__brown-dye.json,buddy-item-multi-source-v1,,
Brown Dye,brown dye,Brown Cloak,brown cloak,10,true,false,https://buddy.farm/i/brown-dye/,https://buddy.farm/page-data/i/brown-dye/page-data.json,brown-dye__brown-dye.json,buddy-item-multi-source-v1,,
Brown Sugar,brown sugar,Acorn Pie,acorn pie,5,false,true,https://buddy.farm/i/brown-sugar/,https://buddy.farm/page-data/i/brown-sugar/page-data.json,brown-sugar__brown-sugar.json,buddy-item-multi-source-v1,,
Bucket,bucket,Ship Mast,ship mast,1,true,false,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
Bucket,bucket,Re'taw Pail,re taw pail,1,true,false,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
Bucket,bucket,Chum,chum,1,true,false,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
Bucket,bucket,Machine Press,machine press,1,true,false,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
Bucket,bucket,Red Brick,red brick,5,true,false,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
Butter,butter,Acorn Pie,acorn pie,25,false,true,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
Butter,butter,Hickory Omelette,hickory omelette,1,false,true,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
Butter,butter,Red Berry Pie,red berry pie,5,false,true,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
Butter,butter,Concord Grape Pie,concord grape pie,5,false,true,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
Butter,butter,Breakfast Boost,breakfast boost,1,false,true,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
Butter Churn,butter churn,Butter,butter,1,true,false,https://buddy.farm/i/butter-churn/,https://buddy.farm/page-data/i/butter-churn/page-data.json,butter-churn__butter-churn.json,buddy-item-multi-source-v1,,
Cabbage,cabbage,Cabbage Stew,cabbage stew,250,false,true,https://buddy.farm/i/cabbage/,https://buddy.farm/page-data/i/cabbage/page-data.json,cabbage__cabbage.json,buddy-item-multi-source-v1,,
Cabbage,cabbage,Breakfast Boost,breakfast boost,2,false,true,https://buddy.farm/i/cabbage/,https://buddy.farm/page-data/i/cabbage/page-data.json,cabbage__cabbage.json,buddy-item-multi-source-v1,,
Carbon Sphere,carbon sphere,Steel,steel,1,true,false,https://buddy.farm/i/carbon-sphere/,https://buddy.farm/page-data/i/carbon-sphere/page-data.json,carbon-sphere__carbon-sphere.json,buddy-item-multi-source-v1,,
Carbon Sphere,carbon sphere,Steel Wire,steel wire,1,true,false,https://buddy.farm/i/carbon-sphere/,https://buddy.farm/page-data/i/carbon-sphere/page-data.json,carbon-sphere__carbon-sphere.json,buddy-item-multi-source-v1,,
Carrot,carrot,Veggie Juice,veggie juice,7,true,false,https://buddy.farm/i/carrot/,https://buddy.farm/page-data/i/carrot/page-data.json,carrot__carrot.json,buddy-item-multi-source-v1,,
Carrot,carrot,Quandary Chowder,quandary chowder,3,false,true,https://buddy.farm/i/carrot/,https://buddy.farm/page-data/i/carrot/page-data.json,carrot__carrot.json,buddy-item-multi-source-v1,,
Carrot,carrot,Cabbage Stew,cabbage stew,40,false,true,https://buddy.farm/i/carrot/,https://buddy.farm/page-data/i/carrot/page-data.json,carrot__carrot.json,buddy-item-multi-source-v1,,
Carrot,carrot,Mushroom Stew,mushroom stew,60,false,true,https://buddy.farm/i/carrot/,https://buddy.farm/page-data/i/carrot/page-data.json,carrot__carrot.json,buddy-item-multi-source-v1,,
Carrot,carrot,Neigh,neigh,50,false,true,https://buddy.farm/i/carrot/,https://buddy.farm/page-data/i/carrot/page-data.json,carrot__carrot.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Purple Butterfly,purple butterfly,1,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Orange Butterfly,orange butterfly,1,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Yellow Butterfly,yellow butterfly,1,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Green Butterfly,green butterfly,1,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Blue Butterfly,blue butterfly,1,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Red Butterfly,red butterfly,1,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
Caterpillar,caterpillar,Silk,silk,3,true,false,https://buddy.farm/i/caterpillar/,https://buddy.farm/page-data/i/caterpillar/page-data.json,caterpillar__caterpillar.json,buddy-item-multi-source-v1,,
