item_name,canonical_key,mastery_possible,farmrpg_item_id,buddy_slug,source_datasets,source_url,page_data_url,parser_version,notes
5th Birthday Card,5th birthday card,unknown,1498,5th-birthday-card,buddy_item_evidence_cache,https://buddy.farm/i/5th-birthday-card/,https://buddy.farm/page-data/i/5th-birthday-card/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Acorn,acorn,unknown,91,acorn,buddy_item_evidence_cache,https://buddy.farm/i/acorn/,https://buddy.farm/page-data/i/acorn/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Acorn Butter,acorn butter,unknown,787,acorn-butter,buddy_item_evidence_cache,https://buddy.farm/i/acorn-butter/,https://buddy.farm/page-data/i/acorn-butter/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Acorn Pie,acorn pie,unknown,1304,acorn-pie,buddy_item_evidence_cache,https://buddy.farm/i/acorn-pie/,https://buddy.farm/page-data/i/acorn-pie/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Adventure Buddy Doll,adventure buddy doll,unknown,1152,adventure-buddy-doll,buddy_item_evidence_cache,https://buddy.farm/i/adventure-buddy-doll/,https://buddy.farm/page-data/i/adventure-buddy-doll/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Alien Fuzzy Chick,alien fuzzy chick,unknown,1479,alien-fuzzy-chick,buddy_item_evidence_cache,https://buddy.farm/i/alien-fuzzy-chick/,https://buddy.farm/page-data/i/alien-fuzzy-chick/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Amber,amber,unknown,244,amber,buddy_item_evidence_cache,https://buddy.farm/i/amber/,https://buddy.farm/page-data/i/amber/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Amber Cane,amber cane,unknown,800,amber-cane,buddy_item_evidence_cache,https://buddy.farm/i/amber-cane/,https://buddy.farm/page-data/i/amber-cane/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Amber Mire Bloom,amber mire bloom,unknown,1354,amber-mire-bloom,buddy_item_evidence_cache,https://buddy.farm/i/amber-mire-bloom/,https://buddy.farm/page-data/i/amber-mire-bloom/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Amethyst,amethyst,unknown,54,amethyst,buddy_item_evidence_cache,https://buddy.farm/i/amethyst/,https://buddy.farm/page-data/i/amethyst/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Amethyst Necklace,amethyst necklace,unknown,126,amethyst-necklace,buddy_item_evidence_cache,https://buddy.farm/i/amethyst-necklace/,https://buddy.farm/page-data/i/amethyst-necklace/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Anchor,anchor,unknown,794,anchor,buddy_item_evidence_cache,https://buddy.farm/i/anchor/,https://buddy.farm/page-data/i/anchor/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Ancient Coin,ancient coin,unknown,123,ancient-coin,buddy_item_evidence_cache,https://buddy.farm/i/ancient-coin/,https://buddy.farm/page-data/i/ancient-coin/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Ancient Stone Cicada,ancient stone cicada,unknown,1255,ancient-stone-cicada,buddy_item_evidence_cache,https://buddy.farm/i/ancient-stone-cicada/,https://buddy.farm/page-data/i/ancient-stone-cicada/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Ancient Treasure Belt,ancient treasure belt,unknown,1231,ancient-treasure-belt,buddy_item_evidence_cache,https://buddy.farm/i/ancient-treasure-belt/,https://buddy.farm/page-data/i/ancient-treasure-belt/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Anglerfish,anglerfish,unknown,569,anglerfish,buddy_item_evidence_cache,https://buddy.farm/i/anglerfish/,https://buddy.farm/page-data/i/anglerfish/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Ant Apple,ant apple,unknown,1278,ant-apple,buddy_item_evidence_cache,https://buddy.farm/i/ant-apple/,https://buddy.farm/page-data/i/ant-apple/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Antler,antler,unknown,170,antler,buddy_item_evidence_cache,https://buddy.farm/i/antler/,https://buddy.farm/page-data/i/antler/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple,apple,unknown,44,apple,buddy_item_evidence_cache,https://buddy.farm/i/apple/,https://buddy.farm/page-data/i/apple/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Ant,apple ant,unknown,1279,apple-ant,buddy_item_evidence_cache,https://buddy.farm/i/apple-ant/,https://buddy.farm/page-data/i/apple-ant/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Ant Buddy Doll,apple ant buddy doll,unknown,1286,apple-ant-buddy-doll,buddy_item_evidence_cache,https://buddy.farm/i/apple-ant-buddy-doll/,https://buddy.farm/page-data/i/apple-ant-buddy-doll/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Basket,apple basket,unknown,829,apple-basket,buddy_item_evidence_cache,https://buddy.farm/i/apple-basket/,https://buddy.farm/page-data/i/apple-basket/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Belt,apple belt,unknown,1287,apple-belt,buddy_item_evidence_cache,https://buddy.farm/i/apple-belt/,https://buddy.farm/page-data/i/apple-belt/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Buddy Doll,apple buddy doll,unknown,1283,apple-buddy-doll,buddy_item_evidence_cache,https://buddy.farm/i/apple-buddy-doll/,https://buddy.farm/page-data/i/apple-buddy-doll/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Cider,apple cider,unknown,379,apple-cider,buddy_item_evidence_cache,https://buddy.farm/i/apple-cider/,https://buddy.farm/page-data/i/apple-cider/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Core,apple core,unknown,805,apple-core,buddy_item_evidence_cache,https://buddy.farm/i/apple-core/,https://buddy.farm/page-data/i/apple-core/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Crate 01,apple crate 01,unknown,1109,apple-crate-01,buddy_item_evidence_cache,https://buddy.farm/i/apple-crate-01/,https://buddy.farm/page-data/i/apple-crate-01/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Crate 02,apple crate 02,unknown,1280,apple-crate-02,buddy_item_evidence_cache,https://buddy.farm/i/apple-crate-02/,https://buddy.farm/page-data/i/apple-crate-02/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Picker,apple picker,unknown,1281,apple-picker,buddy_item_evidence_cache,https://buddy.farm/i/apple-picker/,https://buddy.farm/page-data/i/apple-picker/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Pie,apple pie,unknown,830,apple-pie,buddy_item_evidence_cache,https://buddy.farm/i/apple-pie/,https://buddy.farm/page-data/i/apple-pie/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Slice,apple slice,unknown,1282,apple-slice,buddy_item_evidence_cache,https://buddy.farm/i/apple-slice/,https://buddy.farm/page-data/i/apple-slice/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Slicer,apple slicer,unknown,1110,apple-slicer,buddy_item_evidence_cache,https://buddy.farm/i/apple-slicer/,https://buddy.farm/page-data/i/apple-slicer/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Apple Turnover,apple turnover,unknown,1107,apple-turnover,buddy_item_evidence_cache,https://buddy.farm/i/apple-turnover/,https://buddy.farm/page-data/i/apple-turnover/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Aquacite,aquacite,unknown,901,aquacite,buddy_item_evidence_cache,https://buddy.farm/i/aquacite/,https://buddy.farm/page-data/i/aquacite/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Aquamarine,aquamarine,unknown,41,aquamarine,buddy_item_evidence_cache,https://buddy.farm/i/aquamarine/,https://buddy.farm/page-data/i/aquamarine/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Aquamarine Ring,aquamarine ring,unknown,125,aquamarine-ring,buddy_item_evidence_cache,https://buddy.farm/i/aquamarine-ring/,https://buddy.farm/page-data/i/aquamarine-ring/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Arnold Palmer,arnold palmer,unknown,508,arnold-palmer,buddy_item_evidence_cache,https://buddy.farm/i/arnold-palmer/,https://buddy.farm/page-data/i/arnold-palmer/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Arrowhead,arrowhead,unknown,108,arrowhead,buddy_item_evidence_cache,https://buddy.farm/i/arrowhead/,https://buddy.farm/page-data/i/arrowhead/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Ashes of Pentagorn,ashes of pentagorn,unknown,625,ashes-of-pentagorn,buddy_item_evidence_cache,https://buddy.farm/i/ashes-of-pentagorn/,https://buddy.farm/page-data/i/ashes-of-pentagorn/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Asteroid Egg,asteroid egg,unknown,1471,asteroid-egg,buddy_item_evidence_cache,https://buddy.farm/i/asteroid-egg/,https://buddy.farm/page-data/i/asteroid-egg/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Astro Fuzzy Chick,astro fuzzy chick,unknown,1478,astro-fuzzy-chick,buddy_item_evidence_cache,https://buddy.farm/i/astro-fuzzy-chick/,https://buddy.farm/page-data/i/astro-fuzzy-chick/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Awl,awl,unknown,844,awl,buddy_item_evidence_cache,https://buddy.farm/i/awl/,https://buddy.farm/page-data/i/awl/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Axe,axe,unknown,237,axe,buddy_item_evidence_cache,https://buddy.farm/i/axe/,https://buddy.farm/page-data/i/axe/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
B for Buddies,b for buddies,unknown,1046,b-for-buddies,buddy_item_evidence_cache,https://buddy.farm/i/b-for-buddies/,https://buddy.farm/page-data/i/b-for-buddies/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Baba Bobblehead,baba bobblehead,unknown,1153,baba-bobblehead,buddy_item_evidence_cache,https://buddy.farm/i/baba-bobblehead/,https://buddy.farm/page-data/i/baba-bobblehead/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Baba Cola,baba cola,unknown,1103,baba-cola,buddy_item_evidence_cache,https://buddy.farm/i/baba-cola/,https://buddy.farm/page-data/i/baba-cola/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Baba Gec's Cabbage Stew,baba gec s cabbage stew,unknown,780,baba-gec-s-cabbage-stew,buddy_item_evidence_cache,https://buddy.farm/i/baba-gec-s-cabbage-stew/,https://buddy.farm/page-data/i/baba-gec-s-cabbage-stew/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Baba's Snack Pack,baba s snack pack,unknown,1104,baba-s-snack-pack,buddy_item_evidence_cache,https://buddy.farm/i/baba-s-snack-pack/,https://buddy.farm/page-data/i/baba-s-snack-pack/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Backpack,backpack,unknown,610,backpack,buddy_item_evidence_cache,https://buddy.farm/i/backpack/,https://buddy.farm/page-data/i/backpack/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Backstabbing Dagger,backstabbing dagger,unknown,381,backstabbing-dagger,buddy_item_evidence_cache,https://buddy.farm/i/backstabbing-dagger/,https://buddy.farm/page-data/i/backstabbing-dagger/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bacon,bacon,unknown,242,bacon,buddy_item_evidence_cache,https://buddy.farm/i/bacon/,https://buddy.farm/page-data/i/bacon/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bag of Ghost Candy,bag of ghost candy,unknown,1314,bag-of-ghost-candy,buddy_item_evidence_cache,https://buddy.farm/i/bag-of-ghost-candy/,https://buddy.farm/page-data/i/bag-of-ghost-candy/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bag of Presents 01,bag of presents 01,unknown,422,bag-of-presents-01,buddy_item_evidence_cache,https://buddy.farm/i/bag-of-presents-01/,https://buddy.farm/page-data/i/bag-of-presents-01/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bag of Presents 02,bag of presents 02,unknown,698,bag-of-presents-02,buddy_item_evidence_cache,https://buddy.farm/i/bag-of-presents-02/,https://buddy.farm/page-data/i/bag-of-presents-02/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bag of Snowballs,bag of snowballs,unknown,940,bag-of-snowballs,buddy_item_evidence_cache,https://buddy.farm/i/bag-of-snowballs/,https://buddy.farm/page-data/i/bag-of-snowballs/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bag of Spring Seeds,bag of spring seeds,unknown,772,bag-of-spring-seeds,buddy_item_evidence_cache,https://buddy.farm/i/bag-of-spring-seeds/,https://buddy.farm/page-data/i/bag-of-spring-seeds/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bahltruvian Scales,bahltruvian scales,unknown,514,bahltruvian-scales,buddy_item_evidence_cache,https://buddy.farm/i/bahltruvian-scales/,https://buddy.farm/page-data/i/bahltruvian-scales/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bait Bag 01,bait bag 01,unknown,1230,bait-bag-01,buddy_item_evidence_cache,https://buddy.farm/i/bait-bag-01/,https://buddy.farm/page-data/i/bait-bag-01/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bamboo,bamboo,unknown,1379,bamboo,buddy_item_evidence_cache,https://buddy.farm/i/bamboo/,https://buddy.farm/page-data/i/bamboo/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bamboo Chair,bamboo chair,unknown,1423,bamboo-chair,buddy_item_evidence_cache,https://buddy.farm/i/bamboo-chair/,https://buddy.farm/page-data/i/bamboo-chair/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bamboo Fence,bamboo fence,unknown,1421,bamboo-fence,buddy_item_evidence_cache,https://buddy.farm/i/bamboo-fence/,https://buddy.farm/page-data/i/bamboo-fence/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bamboo Flute,bamboo flute,unknown,1435,bamboo-flute,buddy_item_evidence_cache,https://buddy.farm/i/bamboo-flute/,https://buddy.farm/page-data/i/bamboo-flute/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bamboo Rope,bamboo rope,unknown,1433,bamboo-rope,buddy_item_evidence_cache,https://buddy.farm/i/bamboo-rope/,https://buddy.farm/page-data/i/bamboo-rope/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bamboo Trellis,bamboo trellis,unknown,1422,bamboo-trellis,buddy_item_evidence_cache,https://buddy.farm/i/bamboo-trellis/,https://buddy.farm/page-data/i/bamboo-trellis/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Banana Peel,banana peel,unknown,1205,banana-peel,buddy_item_evidence_cache,https://buddy.farm/i/banana-peel/,https://buddy.farm/page-data/i/banana-peel/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bananas,bananas,unknown,714,bananas,buddy_item_evidence_cache,https://buddy.farm/i/bananas/,https://buddy.farm/page-data/i/bananas/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bar of Silver,bar of silver,unknown,1285,bar-of-silver,buddy_item_evidence_cache,https://buddy.farm/i/bar-of-silver/,https://buddy.farm/page-data/i/bar-of-silver/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Barbed Wire,barbed wire,unknown,1211,barbed-wire,buddy_item_evidence_cache,https://buddy.farm/i/barbed-wire/,https://buddy.farm/page-data/i/barbed-wire/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Barnacle Shell,barnacle shell,unknown,1243,barnacle-shell,buddy_item_evidence_cache,https://buddy.farm/i/barnacle-shell/,https://buddy.farm/page-data/i/barnacle-shell/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Barracuda,barracuda,unknown,307,barracuda,buddy_item_evidence_cache,https://buddy.farm/i/barracuda/,https://buddy.farm/page-data/i/barracuda/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Basic Pillow,basic pillow,unknown,1420,basic-pillow,buddy_item_evidence_cache,https://buddy.farm/i/basic-pillow/,https://buddy.farm/page-data/i/basic-pillow/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bat Wing,bat wing,unknown,667,bat-wing,buddy_item_evidence_cache,https://buddy.farm/i/bat-wing/,https://buddy.farm/page-data/i/bat-wing/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beach Ball,beach ball,unknown,793,beach-ball,buddy_item_evidence_cache,https://buddy.farm/i/beach-ball/,https://buddy.farm/page-data/i/beach-ball/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beach Towel,beach towel,unknown,1087,beach-towel,buddy_item_evidence_cache,https://buddy.farm/i/beach-towel/,https://buddy.farm/page-data/i/beach-towel/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beach Umbrella,beach umbrella,unknown,1086,beach-umbrella,buddy_item_evidence_cache,https://buddy.farm/i/beach-umbrella/,https://buddy.farm/page-data/i/beach-umbrella/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bear Buddy Doll,bear buddy doll,unknown,1446,bear-buddy-doll,buddy_item_evidence_cache,https://buddy.farm/i/bear-buddy-doll/,https://buddy.farm/page-data/i/bear-buddy-doll/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beary Squishies,beary squishies,unknown,1048,beary-squishies,buddy_item_evidence_cache,https://buddy.farm/i/beary-squishies/,https://buddy.farm/page-data/i/beary-squishies/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beatrix Bobblehead,beatrix bobblehead,unknown,1061,beatrix-bobblehead,buddy_item_evidence_cache,https://buddy.farm/i/beatrix-bobblehead/,https://buddy.farm/page-data/i/beatrix-bobblehead/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beatrix's Big Box of Boom,beatrix s big box of boom,unknown,790,beatrix-s-big-box-of-boom,buddy_item_evidence_cache,https://buddy.farm/i/beatrix-s-big-box-of-boom/,https://buddy.farm/page-data/i/beatrix-s-big-box-of-boom/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beatrix's Booming Brawl Box 01,beatrix s booming brawl box 01,unknown,1091,beatrix-s-booming-brawl-box-01,buddy_item_evidence_cache,https://buddy.farm/i/beatrix-s-booming-brawl-box-01/,https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beatrix's Booming Brawl Box 02,beatrix s booming brawl box 02,unknown,1261,beatrix-s-booming-brawl-box-02,buddy_item_evidence_cache,https://buddy.farm/i/beatrix-s-booming-brawl-box-02/,https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beet,beet,unknown,450,beet,buddy_item_evidence_cache,https://buddy.farm/i/beet/,https://buddy.farm/page-data/i/beet/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Beet Seeds,beet seeds,unknown,449,beet-seeds,buddy_item_evidence_cache,https://buddy.farm/i/beet-seeds/,https://buddy.farm/page-data/i/beet-seeds/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bell,bell,unknown,471,bell,buddy_item_evidence_cache,https://buddy.farm/i/bell/,https://buddy.farm/page-data/i/bell/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Belt Drive,belt drive,unknown,677,belt-drive,buddy_item_evidence_cache,https://buddy.farm/i/belt-drive/,https://buddy.farm/page-data/i/belt-drive/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Belt of Commander Uteer,belt of commander uteer,unknown,848,belt-of-commander-uteer,buddy_item_evidence_cache,https://buddy.farm/i/belt-of-commander-uteer/,https://buddy.farm/page-data/i/belt-of-commander-uteer/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Belt of Freedom,belt of freedom,unknown,1098,belt-of-freedom,buddy_item_evidence_cache,https://buddy.farm/i/belt-of-freedom/,https://buddy.farm/page-data/i/belt-of-freedom/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Belt of Menace,belt of menace,unknown,868,belt-of-menace,buddy_item_evidence_cache,https://buddy.farm/i/belt-of-menace/,https://buddy.farm/page-data/i/belt-of-menace/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Belt of Truth,belt of truth,unknown,851,belt-of-truth,buddy_item_evidence_cache,https://buddy.farm/i/belt-of-truth/,https://buddy.farm/page-data/i/belt-of-truth/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bessi Gan Belt,bessi gan belt,unknown,849,bessi-gan-belt,buddy_item_evidence_cache,https://buddy.farm/i/bessi-gan-belt/,https://buddy.farm/page-data/i/bessi-gan-belt/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bird Egg,bird egg,unknown,111,bird-egg,buddy_item_evidence_cache,https://buddy.farm/i/bird-egg/,https://buddy.farm/page-data/i/bird-egg/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bird Key,bird key,unknown,1127,bird-key,buddy_item_evidence_cache,https://buddy.farm/i/bird-key/,https://buddy.farm/page-data/i/bird-key/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Bird Skull 01,bird skull 01,unknown,902,bird-skull-01,buddy_item_evidence_cache,https://buddy.farm/i/bird-skull-01/,https://buddy.farm/page-data/i/bird-skull-01/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
Birthday Present,birthday present,unknown,547,birthday-present,buddy_item_evidence_cache,https://buddy.farm/i/birthday-present/,https://buddy.farm/page-data/i/birthday-present/page-data.json,buddy-item-multi-source-v1,Candidate only; review before canonical promotion and do not infer mastery eligibility.
