target_item_name,target_canonical_key,source_name,source_canonical_key,source_type,source_kind,row_kind,raw_rate,base_drop_rate,source_page_type,source_page_name,source_page_url,page_data_url,target_item_id,target_item_image,source_image,iron_depot,manual_fishing,runecube,flags,notes
Shimmer Quartz,shimmer quartz,Black Rock Canyon,black rock canyon,explore,location,location_item,67.04884508364343,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,102,/img/items/5707.PNG,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Ancient Coin,ancient coin,Black Rock Canyon,black rock canyon,explore,location,location_item,229.12044479915684,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,123,/img/items/6019.PNG,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Runestone 09,runestone 09,Black Rock Canyon,black rock canyon,explore,location,location_item,4982.643790795396,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,155,/img/items/rs9.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Sandstone,sandstone,Black Rock Canyon,black rock canyon,explore,location,location_item,8.42597765986839,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,202,/img/items/5197.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Giant Centipede,giant centipede,Black Rock Canyon,black rock canyon,explore,location,location_item,321.67131839134316,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,287,/img/items/giantcent.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Orange Gecko,orange gecko,Black Rock Canyon,black rock canyon,explore,location,location_item,7340.527049842179,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,389,/img/items/3493.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Salt Rock,salt rock,Black Rock Canyon,black rock canyon,explore,location,location_item,20.515111191560738,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,304,/img/items/saltrock.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Medium Chest 02,medium chest 02,Black Rock Canyon,black rock canyon,explore,location,location_item,18284.878405558604,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,337,/img/items/8574.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Ruby Scorpion,ruby scorpion,Black Rock Canyon,black rock canyon,explore,location,location_item,692.4936002049781,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,376,/img/items/4514.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Horn,horn,Black Rock Canyon,black rock canyon,explore,location,location_item,43.83483501737028,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,164,/img/items/6111.PNG,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Coal,coal,Black Rock Canyon,black rock canyon,explore,location,location_item,8.4273457594172,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,103,/img/items/coal.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Runestone 13,runestone 13,Black Rock Canyon,black rock canyon,explore,location,location_item,7219.695328857122,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,223,/img/items/rs13.png,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
Large Chest 02,large chest 02,Black Rock Canyon,black rock canyon,explore,location,location_item,13890.175016205205,0.3333333333333333,location,Black Rock Canyon,https://buddy.farm/l/black-rock-canyon/,https://buddy.farm/page-data/l/black-rock-canyon/page-data.json,363,/img/items/LC-2.png?1,/img/items/canyon.png,true,,true,,Reviewed Path 1 source batch for BL-219
