thrown_item_name,thrown_canonical_key,reward_item_name,reward_canonical_key,reward_chance,reward_quantity,evidence,notes
4-leaf Clover,4-leaf clover,MIAB,miab,0.3333333333333333,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/4-leaf-clover/; Page data: https://buddy.farm/page-data/i/4-leaf-clover/page-data.json; Cache: 4-leaf-clover__4-leaf-clover.json
Carved Bear,carved bear,Carved Cow,carved cow,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-bear/; Page data: https://buddy.farm/page-data/i/carved-bear/page-data.json; Cache: carved-bear__carved-bear.json
Carved Bear,carved bear,Carved Fox,carved fox,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-bear/; Page data: https://buddy.farm/page-data/i/carved-bear/page-data.json; Cache: carved-bear__carved-bear.json
Carved Bear,carved bear,Carved Moose,carved moose,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-bear/; Page data: https://buddy.farm/page-data/i/carved-bear/page-data.json; Cache: carved-bear__carved-bear.json
Carved Bear,carved bear,Carved Rhino,carved rhino,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-bear/; Page data: https://buddy.farm/page-data/i/carved-bear/page-data.json; Cache: carved-bear__carved-bear.json
Carved Owl,carved owl,Carved Camel,carved camel,0.3333333333333333,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json
Carved Owl,carved owl,Carved Rhino,carved rhino,0.3333333333333333,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json
Carved Owl,carved owl,Carved Warthog,carved warthog,0.3333333333333333,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json
Carved Rabbit,carved rabbit,Carved Kitty,carved kitty,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-rabbit/; Page data: https://buddy.farm/page-data/i/carved-rabbit/page-data.json; Cache: carved-rabbit__carved-rabbit.json
Carved Rabbit,carved rabbit,Carved Mouse,carved mouse,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-rabbit/; Page data: https://buddy.farm/page-data/i/carved-rabbit/page-data.json; Cache: carved-rabbit__carved-rabbit.json
Carved Rabbit,carved rabbit,Carved Owl,carved owl,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-rabbit/; Page data: https://buddy.farm/page-data/i/carved-rabbit/page-data.json; Cache: carved-rabbit__carved-rabbit.json
Carved Rabbit,carved rabbit,Carved Warthog,carved warthog,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-rabbit/; Page data: https://buddy.farm/page-data/i/carved-rabbit/page-data.json; Cache: carved-rabbit__carved-rabbit.json
Carved Warthog,carved warthog,Carved Moose,carved moose,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json
Carved Warthog,carved warthog,Carved Rabbit,carved rabbit,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json
Carved Warthog,carved warthog,Carved Squirrel,carved squirrel,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json
Carved Warthog,carved warthog,Carved Squisquatch,carved squisquatch,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json
Caterpillar,caterpillar,Fire Ant,fire ant,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json
Caterpillar,caterpillar,Giant Centipede,giant centipede,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json
Caterpillar,caterpillar,Runestone 09,runestone 09,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json
Caterpillar,caterpillar,Shiny Beetle,shiny beetle,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json
Chattering Teeth,chattering teeth,Candy,candy,0.25,1,cached_buddy_page_data,Promoted from complete cached Buddy page-data fan-out for BL-251.; Reward quantity defaults to 1 because Buddy page-data exposes chance but not quantity.; Source: https://buddy.farm/i/chattering-teeth/; Page data: https://buddy.farm/page-data/i/chattering-teeth/page-data.json; Cache: chattering-teeth__chattering-teeth.json
