item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,probe_status,http_status,final_url,page_title,attempts,flags,notes
Cat's Meow,cat's meow,cat-s-meow,https://buddy.farm/i/cat-s-meow/,found,200,https://buddy.farm/i/cat-s-meow/,Cat&#x27;s Meow,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Cecil's Shrimp-a-Plenty,cecil's shrimp-a-plenty,cecil-s-shrimp-a-plenty,https://buddy.farm/i/cecil-s-shrimp-a-plenty/,found,200,https://buddy.farm/i/cecil-s-shrimp-a-plenty/,Cecil&#x27;s Shrimp-a-Plenty,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Cepathorf's Case,cepathorf's case,cepathorf-s-case,https://buddy.farm/i/cepathorf-s-case/,found,200,https://buddy.farm/i/cepathorf-s-case/,Cepathorf&#x27;s Case,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Charles's Neigh,charles's neigh,charles-s-neigh,https://buddy.farm/i/charles-s-neigh/,found,200,https://buddy.farm/i/charles-s-neigh/,Charles&#x27;s Neigh,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Cid's Stone Ale,cid's stone ale,cid-s-stone-ale,https://buddy.farm/i/cid-s-stone-ale/,found,200,https://buddy.farm/i/cid-s-stone-ale/,Cid&#x27;s Stone Ale,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Coderanger's Missing Semicolon,coderanger's missing semicolon,coderanger-s-missing-semicolon,https://buddy.farm/i/coderanger-s-missing-semicolon/,found,200,https://buddy.farm/i/coderanger-s-missing-semicolon/,Coderanger&#x27;s Missing Semicolon,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Dewstar's Journal,dewstar's journal,dewstar-s-journal,https://buddy.farm/i/dewstar-s-journal/,found,200,https://buddy.farm/i/dewstar-s-journal/,Dewstar&#x27;s Journal,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Diary of O'Dynn,diary of o'dynn,diary-of-o-dynn,https://buddy.farm/i/diary-of-o-dynn/,found,200,https://buddy.farm/i/diary-of-o-dynn/,Diary of O&#x27;Dynn,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Fenrir's Coin,fenrir's coin,fenrir-s-coin,https://buddy.farm/i/fenrir-s-coin/,found,200,https://buddy.farm/i/fenrir-s-coin/,Fenrir&#x27;s Coin,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Firestream's Magic Wire,firestream's magic wire,firestream-s-magic-wire,https://buddy.farm/i/firestream-s-magic-wire/,found,200,https://buddy.farm/i/firestream-s-magic-wire/,Firestream&#x27;s Magic Wire,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Forcepath's Book of Quest Requirements,forcepath's book of quest requirements,forcepath-s-book-of-quest-requirements,https://buddy.farm/i/forcepath-s-book-of-quest-requirements/,found,200,https://buddy.farm/i/forcepath-s-book-of-quest-requirements/,Forcepath&#x27;s Book of Quest Requirements,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
frank's Basket,frank's basket,frank-s-basket,https://buddy.farm/i/frank-s-basket/,found,200,https://buddy.farm/i/frank-s-basket/,frank&#x27;s Basket,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
frank's Bunny Mask,frank's bunny mask,frank-s-bunny-mask,https://buddy.farm/i/frank-s-bunny-mask/,found,200,https://buddy.farm/i/frank-s-bunny-mask/,frank&#x27;s Bunny Mask,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Gary's Crushroom Key,gary's crushroom key,gary-s-crushroom-key,https://buddy.farm/i/gary-s-crushroom-key/,found,200,https://buddy.farm/i/gary-s-crushroom-key/,Gary&#x27;s Crushroom Key,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Gary's Diary Page 12,gary's diary page 12,gary-s-diary-page-12,https://buddy.farm/i/gary-s-diary-page-12/,found,200,https://buddy.farm/i/gary-s-diary-page-12/,Gary&#x27;s Diary Page 12,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Gary's Diary Page 36,gary's diary page 36,gary-s-diary-page-36,https://buddy.farm/i/gary-s-diary-page-36/,found,200,https://buddy.farm/i/gary-s-diary-page-36/,Gary&#x27;s Diary Page 36,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Gary's Diary Page 77,gary's diary page 77,gary-s-diary-page-77,https://buddy.farm/i/gary-s-diary-page-77/,found,200,https://buddy.farm/i/gary-s-diary-page-77/,Gary&#x27;s Diary Page 77,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Gary's Diary Page 86,gary's diary page 86,gary-s-diary-page-86,https://buddy.farm/i/gary-s-diary-page-86/,found,200,https://buddy.farm/i/gary-s-diary-page-86/,Gary&#x27;s Diary Page 86,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
George's Acorn Pie,george's acorn pie,george-s-acorn-pie,https://buddy.farm/i/george-s-acorn-pie/,found,200,https://buddy.farm/i/george-s-acorn-pie/,George&#x27;s Acorn Pie,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
George's Onion Soup,george's onion soup,george-s-onion-soup,https://buddy.farm/i/george-s-onion-soup/,found,200,https://buddy.farm/i/george-s-onion-soup/,George&#x27;s Onion Soup,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Heart-shaped Box 01,heart-shaped box 01,heart-shaped-box-01,https://buddy.farm/i/heart-shaped-box-01/,found,200,https://buddy.farm/i/heart-shaped-box-01/,Heart-shaped Box 01,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Heart-shaped Box 02,heart-shaped box 02,heart-shaped-box-02,https://buddy.farm/i/heart-shaped-box-02/,found,200,https://buddy.farm/i/heart-shaped-box-02/,Heart-shaped Box 02,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Heart-shaped Box 03,heart-shaped box 03,heart-shaped-box-03,https://buddy.farm/i/heart-shaped-box-03/,found,200,https://buddy.farm/i/heart-shaped-box-03/,Heart-shaped Box 03,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Heart-shaped Gem,heart-shaped gem,heart-shaped-gem,https://buddy.farm/i/heart-shaped-gem/,found,200,https://buddy.farm/i/heart-shaped-gem/,Heart-shaped Gem,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Hensods's Bonsai,hensods's bonsai,hensods-s-bonsai,https://buddy.farm/i/hensods-s-bonsai/,found,200,https://buddy.farm/i/hensods-s-bonsai/,Hensods&#x27;s Bonsai,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Hessian's Axe,hessian's axe,hessian-s-axe,https://buddy.farm/i/hessian-s-axe/,found,200,https://buddy.farm/i/hessian-s-axe/,Hessian&#x27;s Axe,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Holger's Lunch Box,holger's lunch box,holger-s-lunch-box,https://buddy.farm/i/holger-s-lunch-box/,found,200,https://buddy.farm/i/holger-s-lunch-box/,Holger&#x27;s Lunch Box,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Holger's Mushroom Stew,holger's mushroom stew,holger-s-mushroom-stew,https://buddy.farm/i/holger-s-mushroom-stew/,found,200,https://buddy.farm/i/holger-s-mushroom-stew/,Holger&#x27;s Mushroom Stew,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Horseman's Belt,horseman's belt,horseman-s-belt,https://buddy.farm/i/horseman-s-belt/,found,200,https://buddy.farm/i/horseman-s-belt/,Horseman&#x27;s Belt,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Jack-o-key,jack-o-key,jack-o-key,https://buddy.farm/i/jack-o-key/,found,200,https://buddy.farm/i/jack-o-key/,Jack-o-key,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Jack-o-lantern,jack-o-lantern,jack-o-lantern,https://buddy.farm/i/jack-o-lantern/,found,200,https://buddy.farm/i/jack-o-lantern/,Jack-o-lantern,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Jill's Quandary Chowder,jill's quandary chowder,jill-s-quandary-chowder,https://buddy.farm/i/jill-s-quandary-chowder/,found,200,https://buddy.farm/i/jill-s-quandary-chowder/,Jill&#x27;s Quandary Chowder,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Lorn's Breakfast Boost,lorn's breakfast boost,lorn-s-breakfast-boost,https://buddy.farm/i/lorn-s-breakfast-boost/,found,200,https://buddy.farm/i/lorn-s-breakfast-boost/,Lorn&#x27;s Breakfast Boost,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Maduin's Cup,maduin's cup,maduin-s-cup,https://buddy.farm/i/maduin-s-cup/,found,200,https://buddy.farm/i/maduin-s-cup/,Maduin&#x27;s Cup,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Mariya's Crunchy Omelette,mariya's crunchy omelette,mariya-s-crunchy-omelette,https://buddy.farm/i/mariya-s-crunchy-omelette/,found,200,https://buddy.farm/i/mariya-s-crunchy-omelette/,Mariya&#x27;s Crunchy Omelette,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Mariya's Festive Eggnog,mariya's festive eggnog,mariya-s-festive-eggnog,https://buddy.farm/i/mariya-s-festive-eggnog/,found,200,https://buddy.farm/i/mariya-s-festive-eggnog/,Mariya&#x27;s Festive Eggnog,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Mariya's Hickory Omelette,mariya's hickory omelette,mariya-s-hickory-omelette,https://buddy.farm/i/mariya-s-hickory-omelette/,found,200,https://buddy.farm/i/mariya-s-hickory-omelette/,Mariya&#x27;s Hickory Omelette,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Mermaid's Necklace,mermaid's necklace,mermaid-s-necklace,https://buddy.farm/i/mermaid-s-necklace/,found,200,https://buddy.farm/i/mermaid-s-necklace/,Mermaid&#x27;s Necklace,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Mermaid's Scale,mermaid's scale,mermaid-s-scale,https://buddy.farm/i/mermaid-s-scale/,found,200,https://buddy.farm/i/mermaid-s-scale/,Mermaid&#x27;s Scale,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Mizzem's Daisies,mizzem's daisies,mizzem-s-daisies,https://buddy.farm/i/mizzem-s-daisies/,found,200,https://buddy.farm/i/mizzem-s-daisies/,Mizzem&#x27;s Daisies,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Odthorin's Charm,odthorin's charm,odthorin-s-charm,https://buddy.farm/i/odthorin-s-charm/,found,200,https://buddy.farm/i/odthorin-s-charm/,Odthorin&#x27;s Charm,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Piñata,piñata,pi-ata,https://buddy.farm/i/pi-ata/,found,200,https://buddy.farm/i/pi-ata/,Piñata,1,non_ascii_or_diacritic; symbol_cleanup; alternate_slug_variant,Contains non-ASCII or diacritic characters; verify the generated slug manually.; Alternate slug variant differs from the primary generated slug.; Punctuation or symbols were cleaned during slug generation.
Piñata Whop Stick,piñata whop stick,pi-ata-whop-stick,https://buddy.farm/i/pi-ata-whop-stick/,found,200,https://buddy.farm/i/pi-ata-whop-stick/,Piñata Whop Stick,1,non_ascii_or_diacritic; symbol_cleanup; alternate_slug_variant,Contains non-ASCII or diacritic characters; verify the generated slug manually.; Alternate slug variant differs from the primary generated slug.; Punctuation or symbols were cleaned during slug generation.
Pot of Gold (Large),pot of gold (large),pot-of-gold-large-,https://buddy.farm/i/pot-of-gold-large-/,found,200,https://buddy.farm/i/pot-of-gold-large-/,Pot of Gold (Large),1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Pot of Gold (Medium),pot of gold (medium),pot-of-gold-medium-,https://buddy.farm/i/pot-of-gold-medium-/,found,200,https://buddy.farm/i/pot-of-gold-medium-/,Pot of Gold (Medium),1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Pot of Gold (Small),pot of gold (small),pot-of-gold-small-,https://buddy.farm/i/pot-of-gold-small-/,found,200,https://buddy.farm/i/pot-of-gold-small-/,Pot of Gold (Small),1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Quicksilver's Ring,quicksilver's ring,quicksilver-s-ring,https://buddy.farm/i/quicksilver-s-ring/,found,200,https://buddy.farm/i/quicksilver-s-ring/,Quicksilver&#x27;s Ring,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
R.O.A.S.,r.o.a.s.,r-o-a-s-,https://buddy.farm/i/r-o-a-s-/,found,200,https://buddy.farm/i/r-o-a-s-/,R.O.A.S.,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Ramjoram's Mask,ramjoram's mask,ramjoram-s-mask,https://buddy.farm/i/ramjoram-s-mask/,found,200,https://buddy.farm/i/ramjoram-s-mask/,Ramjoram&#x27;s Mask,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Re'taw,re'taw,re-taw,https://buddy.farm/i/re-taw/,found,200,https://buddy.farm/i/re-taw/,Re&#x27;taw,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Re'taw Pail,re'taw pail,re-taw-pail,https://buddy.farm/i/re-taw-pail/,found,200,https://buddy.farm/i/re-taw-pail/,Re&#x27;taw Pail,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Roomba's Over The Moon,roomba's over the moon,roomba-s-over-the-moon,https://buddy.farm/i/roomba-s-over-the-moon/,found,200,https://buddy.farm/i/roomba-s-over-the-moon/,Roomba&#x27;s Over The Moon,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Rosalie's Beach Tote,rosalie's beach tote,rosalie-s-beach-tote,https://buddy.farm/i/rosalie-s-beach-tote/,found,200,https://buddy.farm/i/rosalie-s-beach-tote/,Rosalie&#x27;s Beach Tote,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Rosalie's Bone Broth,rosalie's bone broth,rosalie-s-bone-broth,https://buddy.farm/i/rosalie-s-bone-broth/,found,200,https://buddy.farm/i/rosalie-s-bone-broth/,Rosalie&#x27;s Bone Broth,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Rosalie's Concord Grape Pie,rosalie's concord grape pie,rosalie-s-concord-grape-pie,https://buddy.farm/i/rosalie-s-concord-grape-pie/,found,200,https://buddy.farm/i/rosalie-s-concord-grape-pie/,Rosalie&#x27;s Concord Grape Pie,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Rosalie's Red Berry Pie,rosalie's red berry pie,rosalie-s-red-berry-pie,https://buddy.farm/i/rosalie-s-red-berry-pie/,found,200,https://buddy.farm/i/rosalie-s-red-berry-pie/,Rosalie&#x27;s Red Berry Pie,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Santa's Travel Belt,santa's travel belt,santa-s-travel-belt,https://buddy.farm/i/santa-s-travel-belt/,found,200,https://buddy.farm/i/santa-s-travel-belt/,Santa&#x27;s Travel Belt,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Shrimp-a-Plenty,shrimp-a-plenty,shrimp-a-plenty,https://buddy.farm/i/shrimp-a-plenty/,found,200,https://buddy.farm/i/shrimp-a-plenty/,Shrimp-a-Plenty,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Skull-in-the-box,skull-in-the-box,skull-in-the-box,https://buddy.farm/i/skull-in-the-box/,found,200,https://buddy.farm/i/skull-in-the-box/,Skull-in-the-box,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Star's Treasure Map,star's treasure map,star-s-treasure-map,https://buddy.farm/i/star-s-treasure-map/,found,200,https://buddy.farm/i/star-s-treasure-map/,Star&#x27;s Treasure Map,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Support's Ticket,support's ticket,support-s-ticket,https://buddy.farm/i/support-s-ticket/,found,200,https://buddy.farm/i/support-s-ticket/,Support&#x27;s Ticket,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Tenfoo's Lost Sock,tenfoo's lost sock,tenfoo-s-lost-sock,https://buddy.farm/i/tenfoo-s-lost-sock/,found,200,https://buddy.farm/i/tenfoo-s-lost-sock/,Tenfoo&#x27;s Lost Sock,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Thomas's Cat's Meow,thomas's cat's meow,thomas-s-cat-s-meow,https://buddy.farm/i/thomas-s-cat-s-meow/,found,200,https://buddy.farm/i/thomas-s-cat-s-meow/,Thomas&#x27;s Cat&#x27;s Meow,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Thomas's Cup of PB,thomas's cup of pb,thomas-s-cup-of-pb,https://buddy.farm/i/thomas-s-cup-of-pb/,found,200,https://buddy.farm/i/thomas-s-cup-of-pb/,Thomas&#x27;s Cup of PB,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Thomas's Tavern Tote,thomas's tavern tote,thomas-s-tavern-tote,https://buddy.farm/i/thomas-s-tavern-tote/,found,200,https://buddy.farm/i/thomas-s-tavern-tote/,Thomas&#x27;s Tavern Tote,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
U'ral Talisman,u'ral talisman,u-ral-talisman,https://buddy.farm/i/u-ral-talisman/,found,200,https://buddy.farm/i/u-ral-talisman/,U&#x27;ral Talisman,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Utal's Sabre,utal's sabre,utal-s-sabre,https://buddy.farm/i/utal-s-sabre/,found,200,https://buddy.farm/i/utal-s-sabre/,Utal&#x27;s Sabre,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Vincent's Sea Pincher Special,vincent's sea pincher special,vincent-s-sea-pincher-special,https://buddy.farm/i/vincent-s-sea-pincher-special/,found,200,https://buddy.farm/i/vincent-s-sea-pincher-special/,Vincent&#x27;s Sea Pincher Special,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Witch's Brew,witch's brew,witch-s-brew,https://buddy.farm/i/witch-s-brew/,found,200,https://buddy.farm/i/witch-s-brew/,Witch&#x27;s Brew,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Witch's Broom,witch's broom,witch-s-broom,https://buddy.farm/i/witch-s-broom/,found,200,https://buddy.farm/i/witch-s-broom/,Witch&#x27;s Broom,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Wizard's Second Favorite Feather,wizard's second favorite feather,wizard-s-second-favorite-feather,https://buddy.farm/i/wizard-s-second-favorite-feather/,found,200,https://buddy.farm/i/wizard-s-second-favorite-feather/,Wizard&#x27;s Second Favorite Feather,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
Zho's Dagger,zho's dagger,zho-s-dagger,https://buddy.farm/i/zho-s-dagger/,found,200,https://buddy.farm/i/zho-s-dagger/,Zho&#x27;s Dagger,1,symbol_cleanup,Punctuation or symbols were cleaned during slug generation.
10 Gold,10 gold,10-gold,https://buddy.farm/i/10-gold/,found,200,https://buddy.farm/i/10-gold/,10 Gold,1,,
100 Gold,100 gold,100-gold,https://buddy.farm/i/100-gold/,found,200,https://buddy.farm/i/100-gold/,100 Gold,1,,
11th Leaf Centerpiece,11th leaf centerpiece,11th-leaf-centerpiece,https://buddy.farm/i/11th-leaf-centerpiece/,found,200,https://buddy.farm/i/11th-leaf-centerpiece/,11th Leaf Centerpiece,1,,
25 Gold,25 gold,25-gold,https://buddy.farm/i/25-gold/,found,200,https://buddy.farm/i/25-gold/,25 Gold,1,,
